MNXID	bigg	other
MNXR97891	R_ECOAH6m	RXN-14273
MNXR97891	ECOAH6p	RXN-14273
MNXR97891	R_ECOAH6p	RXN-14273
MNXR97892	ECOAH7	RXN-14272
MNXR97892	R_ECOAH7	RXN-14272
MNXR97892	ECOAH7_1	RXN-14272
MNXR97892	R_ECOAH7_1	RXN-14272
MNXR97892	ECOAH7m	RXN-14272
MNXR97892	R_ECOAH7m	RXN-14272
MNXR97892	ECOAH7p	RXN-14272
MNXR97892	R_ECOAH7p	RXN-14272
MNXR97894	ECOAH9ir	TIGLYLCOA-HYDROXY-RXN
MNXR97894	R_ECOAH9ir	TIGLYLCOA-HYDROXY-RXN
MNXR97894	ECOAH9m	TIGLYLCOA-HYDROXY-RXN
MNXR97894	R_ECOAH9m	TIGLYLCOA-HYDROXY-RXN
MNXR97895	ECOAR	RXN-9546
MNXR97895	R_ECOAR	RXN-9546
MNXR97895	RE0583N	RXN-9546
MNXR97895	R_RE0583N	RXN-9546
MNXR97897	EDA	KDPGALDOL-RXN
MNXR97897	R_EDA	KDPGALDOL-RXN
MNXR97898	EDD	PGLUCONDEHYDRAT-RXN
MNXR97898	R_EDD	PGLUCONDEHYDRAT-RXN
MNXR97908	EHGLAT	4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN
MNXR97908	R_EHGLAT	4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN
MNXR97908	EHGLATm	4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN
MNXR97908	R_EHGLATm	4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN
MNXR97908	EHGLATp	4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN
MNXR97908	R_EHGLATp	4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN
MNXR97932	ENO	2PGADEHYDRAT-RXN
MNXR97932	R_ENO	2PGADEHYDRAT-RXN
MNXR97932	ENOf	2PGADEHYDRAT-RXN
MNXR97932	R_ENOf	2PGADEHYDRAT-RXN
MNXR97932	ENOm	2PGADEHYDRAT-RXN
MNXR97932	R_ENOm	2PGADEHYDRAT-RXN
MNXR97934	ENTERES	RXN0-1661
MNXR97934	R_ENTERES	RXN0-1661
MNXR97968	ETHAAL	ETHAMLY-RXN
MNXR97968	R_ETHAAL	ETHAMLY-RXN
MNXR97969	ETHAK	ETHANOLAMINE-KINASE-RXN
MNXR97969	R_ETHAK	ETHANOLAMINE-KINASE-RXN
MNXR97974	ETHAt	TRANS-RXN0-476
MNXR97974	R_ETHAt	TRANS-RXN0-476
MNXR97974	ETHAtex	TRANS-RXN0-476
MNXR97974	R_ETHAtex	TRANS-RXN0-476
MNXR97974	EX_etha_e	TRANS-RXN0-476
MNXR97974	R_EX_etha_e	TRANS-RXN0-476
MNXR97974	SK_etha_c	TRANS-RXN0-476
MNXR97974	R_SK_etha_c	TRANS-RXN0-476
MNXR97976	ETHP	RXN-7948
MNXR97976	R_ETHP	RXN-7948
MNXR97980	ETOHt	TRANS-RXN0-546
MNXR97980	R_ETOHt	TRANS-RXN0-546
MNXR97980	ETOHtex	TRANS-RXN0-546
MNXR97980	R_ETOHtex	TRANS-RXN0-546
MNXR97980	ETOHth	TRANS-RXN0-546
MNXR97980	R_ETOHth	TRANS-RXN0-546
MNXR97980	ETOHti	TRANS-RXN0-546
MNXR97980	R_ETOHti	TRANS-RXN0-546
MNXR97980	ETOHtm	TRANS-RXN0-546
MNXR97980	R_ETOHtm	TRANS-RXN0-546
MNXR97980	ETOHtrpp	TRANS-RXN0-546
MNXR97980	R_ETOHtrpp	TRANS-RXN0-546
MNXR97980	ETOHtx	TRANS-RXN0-546
MNXR97980	R_ETOHtx	TRANS-RXN0-546
MNXR97980	EX_etoh_e	TRANS-RXN0-546
MNXR97980	R_EX_etoh_e	TRANS-RXN0-546
MNXR98640	EX_h2o2_e	TRANS-RXN-284
MNXR98640	EX_h2o2_e	TRANS-RXN0-572
MNXR98640	R_EX_h2o2_e	TRANS-RXN-284
MNXR98640	R_EX_h2o2_e	TRANS-RXN0-572
MNXR98640	H2O2t	TRANS-RXN-284
MNXR98640	H2O2t	TRANS-RXN0-572
MNXR98640	R_H2O2t	TRANS-RXN-284
MNXR98640	R_H2O2t	TRANS-RXN0-572
MNXR98640	H2O2ter	TRANS-RXN-284
MNXR98640	H2O2ter	TRANS-RXN0-572
MNXR98640	R_H2O2ter	TRANS-RXN-284
MNXR98640	R_H2O2ter	TRANS-RXN0-572
MNXR98640	H2O2tex	TRANS-RXN-284
MNXR98640	H2O2tex	TRANS-RXN0-572
MNXR98640	R_H2O2tex	TRANS-RXN-284
MNXR98640	R_H2O2tex	TRANS-RXN0-572
MNXR98640	H2O2tly	TRANS-RXN-284
MNXR98640	H2O2tly	TRANS-RXN0-572
MNXR98640	R_H2O2tly	TRANS-RXN-284
MNXR98640	R_H2O2tly	TRANS-RXN0-572
MNXR98640	H2O2tm	TRANS-RXN-284
MNXR98640	H2O2tm	TRANS-RXN0-572
MNXR98640	R_H2O2tm	TRANS-RXN-284
MNXR98640	R_H2O2tm	TRANS-RXN0-572
MNXR98640	H2O2tn	TRANS-RXN-284
MNXR98640	H2O2tn	TRANS-RXN0-572
MNXR98640	R_H2O2tn	TRANS-RXN-284
MNXR98640	R_H2O2tn	TRANS-RXN0-572
MNXR98640	H2O2tp	TRANS-RXN-284
MNXR98640	H2O2tp	TRANS-RXN0-572
MNXR98640	R_H2O2tp	TRANS-RXN-284
MNXR98640	R_H2O2tp	TRANS-RXN0-572
MNXR98641	EX_h2o_e	TRANS-RXN-145
MNXR98641	EX_h2o_e	TRANS-RXN0-547
MNXR98641	R_EX_h2o_e	TRANS-RXN-145
MNXR98641	R_EX_h2o_e	TRANS-RXN0-547
MNXR98641	EX_oh1_e	TRANS-RXN-145
MNXR98641	EX_oh1_e	TRANS-RXN0-547
MNXR98641	R_EX_oh1_e	TRANS-RXN-145
MNXR98641	R_EX_oh1_e	TRANS-RXN0-547
MNXR98641	H2Ot	TRANS-RXN-145
MNXR98641	H2Ot	TRANS-RXN0-547
MNXR98641	R_H2Ot	TRANS-RXN-145
MNXR98641	R_H2Ot	TRANS-RXN0-547
MNXR98641	H2Oter	TRANS-RXN-145
MNXR98641	H2Oter	TRANS-RXN0-547
MNXR98641	R_H2Oter	TRANS-RXN-145
MNXR98641	R_H2Oter	TRANS-RXN0-547
MNXR98641	H2Otex	TRANS-RXN-145
MNXR98641	H2Otex	TRANS-RXN0-547
MNXR98641	R_H2Otex	TRANS-RXN-145
MNXR98641	R_H2Otex	TRANS-RXN0-547
MNXR98641	H2Otf	TRANS-RXN-145
MNXR98641	H2Otf	TRANS-RXN0-547
MNXR98641	R_H2Otf	TRANS-RXN-145
MNXR98641	R_H2Otf	TRANS-RXN0-547
MNXR98641	H2Otg	TRANS-RXN-145
MNXR98641	H2Otg	TRANS-RXN0-547
MNXR98641	R_H2Otg	TRANS-RXN-145
MNXR98641	R_H2Otg	TRANS-RXN0-547
MNXR98641	H2Oth	TRANS-RXN-145
MNXR98641	H2Oth	TRANS-RXN0-547
MNXR98641	R_H2Oth	TRANS-RXN-145
MNXR98641	R_H2Oth	TRANS-RXN0-547
MNXR98641	H2Othu	TRANS-RXN-145
MNXR98641	H2Othu	TRANS-RXN0-547
MNXR98641	R_H2Othu	TRANS-RXN-145
MNXR98641	R_H2Othu	TRANS-RXN0-547
MNXR98641	H2Otly	TRANS-RXN-145
MNXR98641	H2Otly	TRANS-RXN0-547
MNXR98641	R_H2Otly	TRANS-RXN-145
MNXR98641	R_H2Otly	TRANS-RXN0-547
MNXR98641	H2Otm	TRANS-RXN-145
MNXR98641	H2Otm	TRANS-RXN0-547
MNXR98641	R_H2Otm	TRANS-RXN-145
MNXR98641	R_H2Otm	TRANS-RXN0-547
MNXR98641	H2Otn	TRANS-RXN-145
MNXR98641	H2Otn	TRANS-RXN0-547
MNXR98641	R_H2Otn	TRANS-RXN-145
MNXR98641	R_H2Otn	TRANS-RXN0-547
MNXR98641	H2Otn_1	TRANS-RXN-145
MNXR98641	H2Otn_1	TRANS-RXN0-547
MNXR98641	R_H2Otn_1	TRANS-RXN-145
MNXR98641	R_H2Otn_1	TRANS-RXN0-547
MNXR98641	H2Otp	TRANS-RXN-145
MNXR98641	H2Otp	TRANS-RXN0-547
MNXR98641	R_H2Otp	TRANS-RXN-145
MNXR98641	R_H2Otp	TRANS-RXN0-547
MNXR98641	H2Otpp	TRANS-RXN-145
MNXR98641	H2Otpp	TRANS-RXN0-547
MNXR98641	R_H2Otpp	TRANS-RXN-145
MNXR98641	R_H2Otpp	TRANS-RXN0-547
MNXR98641	H2Ots	TRANS-RXN-145
MNXR98641	H2Ots	TRANS-RXN0-547
MNXR98641	R_H2Ots	TRANS-RXN-145
MNXR98641	R_H2Ots	TRANS-RXN0-547
MNXR98641	H2Otu_syn	TRANS-RXN-145
MNXR98641	H2Otu_syn	TRANS-RXN0-547
MNXR98641	R_H2Otu_syn	TRANS-RXN-145
MNXR98641	R_H2Otu_syn	TRANS-RXN0-547
MNXR98641	H2Otv	TRANS-RXN-145
MNXR98641	H2Otv	TRANS-RXN0-547
MNXR98641	R_H2Otv	TRANS-RXN-145
MNXR98641	R_H2Otv	TRANS-RXN0-547
MNXR99075	F6PA	RXN0-313
MNXR99075	R_F6PA	RXN0-313
MNXR99126	EX_octa_e	TRANS-RXN0-272
MNXR99126	R_EX_octa_e	TRANS-RXN0-272
MNXR99126	FA80tp	TRANS-RXN0-272
MNXR99126	R_FA80tp	TRANS-RXN0-272
MNXR99126	OCTAt	TRANS-RXN0-272
MNXR99126	R_OCTAt	TRANS-RXN0-272
MNXR99126	OCTAtex	TRANS-RXN0-272
MNXR99126	R_OCTAtex	TRANS-RXN0-272
MNXR99131	FACOAE160	PALMITOYL-COA-HYDROLASE-RXN
MNXR99131	R_FACOAE160	PALMITOYL-COA-HYDROLASE-RXN
MNXR99131	PTE2x	PALMITOYL-COA-HYDROLASE-RXN
MNXR99131	R_PTE2x	PALMITOYL-COA-HYDROLASE-RXN
MNXR99133	FACOAE180	RXN-9624
MNXR99133	R_FACOAE180	RXN-9624
MNXR99133	PTE8x	RXN-9624
MNXR99133	R_PTE8x	RXN-9624
MNXR99133	RE0344M	RXN-9624
MNXR99133	R_RE0344M	RXN-9624
MNXR99136	FACOAE1829Z12Z	LINOLEOYL-RXN
MNXR99136	R_FACOAE1829Z12Z	LINOLEOYL-RXN
MNXR99153	FACOAL160	RXN-9623
MNXR99153	R_FACOAL160	RXN-9623
MNXR99153	FACOAL160p	RXN-9623
MNXR99153	R_FACOAL160p	RXN-9623
MNXR99153	r0311	RXN-9623
MNXR99153	R_r0311	RXN-9623
MNXR99164	FACOAL180	RXN-16380
MNXR99164	R_FACOAL180	RXN-16380
MNXR99164	FACOAL180_2	RXN-16380
MNXR99164	R_FACOAL180_2	RXN-16380
MNXR99175	FACOAL1821	RXN-9673
MNXR99175	R_FACOAL1821	RXN-9673
MNXR99175	r1257	RXN-9673
MNXR99175	R_r1257	RXN-9673
MNXR99178	FACOAL1832	LINOLENOYL-RXN
MNXR99178	R_FACOAL1832	LINOLENOYL-RXN
MNXR99205	FACOAL80	R223-RXN
MNXR99205	R_FACOAL80	R223-RXN
MNXR99205	FACOAL80p	R223-RXN
MNXR99205	R_FACOAL80p	R223-RXN
MNXR99209	FADDP	FAD-PYROPHOSPHATASE-RXN
MNXR99209	R_FADDP	FAD-PYROPHOSPHATASE-RXN
MNXR99209	FADDPle	FAD-PYROPHOSPHATASE-RXN
MNXR99209	R_FADDPle	FAD-PYROPHOSPHATASE-RXN
MNXR99215	FADRx	RXN-8506
MNXR99215	R_FADRx	RXN-8506
MNXR99217	EX_fad_e	TRANS-RXN-272
MNXR99217	R_EX_fad_e	TRANS-RXN-272
MNXR99217	FADth	TRANS-RXN-272
MNXR99217	R_FADth	TRANS-RXN-272
MNXR99217	FADtm	TRANS-RXN-272
MNXR99217	R_FADtm	TRANS-RXN-272
MNXR99217	FADtru	TRANS-RXN-272
MNXR99217	R_FADtru	TRANS-RXN-272
MNXR99217	FADtx	TRANS-RXN-272
MNXR99217	R_FADtx	TRANS-RXN-272
MNXR99217	r0870	TRANS-RXN-272
MNXR99217	R_r0870	TRANS-RXN-272
MNXR99237	FALDH2	RXN0-276
MNXR99237	R_FALDH2	RXN0-276
MNXR99239	FALGTHLs	RXN-2961
MNXR99239	R_FALGTHLs	RXN-2961
MNXR99461	FBA3	SEDOBISALDOL-RXN
MNXR99461	R_FBA3	SEDOBISALDOL-RXN
MNXR99461	FBA3hi	SEDOBISALDOL-RXN
MNXR99461	R_FBA3hi	SEDOBISALDOL-RXN
MNXR99464	FBAf	F16ALDOLASE-RXN
MNXR99464	R_FBAf	F16ALDOLASE-RXN
MNXR99464	FBAh	F16ALDOLASE-RXN
MNXR99464	R_FBAh	F16ALDOLASE-RXN
MNXR99464	FBAm	F16ALDOLASE-RXN
MNXR99464	R_FBAm	F16ALDOLASE-RXN
MNXR99466	FBP26	3.1.3.46-RXN
MNXR99466	R_FBP26	3.1.3.46-RXN
MNXR99466	FBPPH	3.1.3.46-RXN
MNXR99466	R_FBPPH	3.1.3.46-RXN
MNXR99469	FCLK	FUCULOKIN-RXN
MNXR99469	R_FCLK	FUCULOKIN-RXN
MNXR99470	FCLPA	FUCPALDOL-RXN
MNXR99470	R_FCLPA	FUCPALDOL-RXN
MNXR99471	FCLT	PROTOHEMEFERROCHELAT-RXN
MNXR99471	R_FCLT	PROTOHEMEFERROCHELAT-RXN
MNXR99471	FCLT_1	PROTOHEMEFERROCHELAT-RXN
MNXR99471	R_FCLT_1	PROTOHEMEFERROCHELAT-RXN
MNXR99471	FCLT_2	PROTOHEMEFERROCHELAT-RXN
MNXR99471	R_FCLT_2	PROTOHEMEFERROCHELAT-RXN
MNXR99471	FCLTm	PROTOHEMEFERROCHELAT-RXN
MNXR99471	R_FCLTm	PROTOHEMEFERROCHELAT-RXN
MNXR99473	FCOAH	FORMYL-COA-HYDROLASE-RXN
MNXR99473	R_FCOAH	FORMYL-COA-HYDROLASE-RXN
MNXR99473	FCOAH2	FORMYL-COA-HYDROLASE-RXN
MNXR99473	R_FCOAH2	FORMYL-COA-HYDROLASE-RXN
MNXR99473	FCOAH_cho	FORMYL-COA-HYDROLASE-RXN
MNXR99473	R_FCOAH_cho	FORMYL-COA-HYDROLASE-RXN
MNXR99475	FDH	1.2.1.2-RXN
MNXR99475	R_FDH	1.2.1.2-RXN
MNXR99485	FDMO	RXN-13418
MNXR99485	R_FDMO	RXN-13418
MNXR99487	FDMO2	RXN-18086
MNXR99487	R_FDMO2	RXN-18086
MNXR99501	FE2DMT1	RXN0-2421
MNXR99501	R_FE2DMT1	RXN0-2421
MNXR99501	FE2t2pp	RXN0-2421
MNXR99501	R_FE2t2pp	RXN0-2421
MNXR99501	FE2tm	RXN0-2421
MNXR99501	R_FE2tm	RXN0-2421
MNXR99505	EX_fe2_e	TRANS-RXN-8
MNXR99505	R_EX_fe2_e	TRANS-RXN-8
MNXR99505	FE2t	TRANS-RXN-8
MNXR99505	R_FE2t	TRANS-RXN-8
MNXR99505	FE2tex	TRANS-RXN-8
MNXR99505	R_FE2tex	TRANS-RXN-8
MNXR99505	FE2th	TRANS-RXN-8
MNXR99505	R_FE2th	TRANS-RXN-8
MNXR99505	FE2tpp	TRANS-RXN-8
MNXR99505	R_FE2tpp	TRANS-RXN-8
MNXR99505	FE2utm	TRANS-RXN-8
MNXR99505	R_FE2utm	TRANS-RXN-8
MNXR99505	FEtm	TRANS-RXN-8
MNXR99505	R_FEtm	TRANS-RXN-8
MNXR99506	FE2t3pp	RXN0-6
MNXR99506	R_FE2t3pp	RXN0-6
MNXR99525	FE3abc	3.6.3.30-RXN
MNXR99525	R_FE3abc	3.6.3.30-RXN
MNXR99525	FE3abcpp	3.6.3.30-RXN
MNXR99525	R_FE3abcpp	3.6.3.30-RXN
MNXR99535	FECRMabcpp	TRANS-RXN-298
MNXR99535	R_FECRMabcpp	TRANS-RXN-298
MNXR99561	FERO	RXN0-1483
MNXR99561	R_FERO	RXN0-1483
MNXR99561	FEROc	RXN0-1483
MNXR99561	R_FEROc	RXN0-1483
MNXR99561	FEROpp	RXN0-1483
MNXR99561	R_FEROpp	RXN0-1483
MNXR99561	r0016	RXN0-1483
MNXR99561	R_r0016	RXN0-1483
MNXR99582	FERULCOAS	6.2.1.34-RXN
MNXR99582	R_FERULCOAS	6.2.1.34-RXN
MNXR99593	FGLU	FORMIMINOGLUTAMASE-RXN
MNXR99593	R_FGLU	FORMIMINOGLUTAMASE-RXN
MNXR99593	FGLU_1	FORMIMINOGLUTAMASE-RXN
MNXR99593	R_FGLU_1	FORMIMINOGLUTAMASE-RXN
MNXR99594	FHL	FHLMULTI-RXN
MNXR99594	R_FHL	FHLMULTI-RXN
MNXR99596	FKYNH	ARYLFORMAMIDASE-RXN
MNXR99596	R_FKYNH	ARYLFORMAMIDASE-RXN
MNXR99597	FLDO	RXN-12444
MNXR99597	R_FLDO	RXN-12444
MNXR99597	FMNRx2	RXN-12444
MNXR99597	R_FMNRx2	RXN-12444
MNXR99598	FLDR	FLAVONADPREDUCT-RXN
MNXR99598	R_FLDR	FLAVONADPREDUCT-RXN
MNXR99601	FLVR	NADPH-DEHYDROGENASE-FLAVIN-RXN
MNXR99601	R_FLVR	NADPH-DEHYDROGENASE-FLAVIN-RXN
MNXR99601	FLVR_1	NADPH-DEHYDROGENASE-FLAVIN-RXN
MNXR99601	R_FLVR_1	NADPH-DEHYDROGENASE-FLAVIN-RXN
MNXR99603	FMETDF	FORMYLMETHIONINE-DEFORMYLASE-RXN
MNXR99603	R_FMETDF	FORMYLMETHIONINE-DEFORMYLASE-RXN
MNXR99607	FMNRx	RXN-9510
MNXR99607	R_FMNRx	RXN-9510
MNXR99609	FNOR	RXN-17897
MNXR99609	R_FNOR	RXN-17897
MNXR99615	FORA	FORMAMIDASE-RXN
MNXR99615	R_FORA	FORMAMIDASE-RXN
MNXR99615	FORAMD	FORMAMIDASE-RXN
MNXR99615	R_FORAMD	FORMAMIDASE-RXN
MNXR99615	FORAMDx	FORMAMIDASE-RXN
MNXR99615	R_FORAMDx	FORMAMIDASE-RXN
MNXR99616	FORCT	RXN0-1382
MNXR99616	R_FORCT	RXN0-1382
MNXR99617	FORGLUIH	FORMIMINOGLUTAMATE-DEIMINASE-RXN
MNXR99617	R_FORGLUIH	FORMIMINOGLUTAMATE-DEIMINASE-RXN
MNXR99620	EX_for_e	TRANS-RXN-1
MNXR99620	R_EX_for_e	TRANS-RXN-1
MNXR99620	FORt	TRANS-RXN-1
MNXR99620	R_FORt	TRANS-RXN-1
MNXR99620	FORtex	TRANS-RXN-1
MNXR99620	R_FORtex	TRANS-RXN-1
MNXR99620	FORti	TRANS-RXN-1
MNXR99620	R_FORti	TRANS-RXN-1
MNXR99620	FORtm	TRANS-RXN-1
MNXR99620	R_FORtm	TRANS-RXN-1
MNXR99620	FORtppi	TRANS-RXN-1
MNXR99620	R_FORtppi	TRANS-RXN-1
MNXR99620	FORtr	TRANS-RXN-1
MNXR99620	R_FORtr	TRANS-RXN-1
MNXR99620	FORtrn	TRANS-RXN-1
MNXR99620	R_FORtrn	TRANS-RXN-1
MNXR99620	SK_for_c	TRANS-RXN-1
MNXR99620	R_SK_for_c	TRANS-RXN-1
MNXR99634	FPPSh	FPPSYN-RXN
MNXR99634	R_FPPSh	FPPSYN-RXN
MNXR99634	GRTT	FPPSYN-RXN
MNXR99634	R_GRTT	FPPSYN-RXN
MNXR99634	GRTTx	FPPSYN-RXN
MNXR99634	R_GRTTx	FPPSYN-RXN
MNXR99650	FRTT	FARNESYLTRANSTRANSFERASE-RXN
MNXR99650	R_FRTT	FARNESYLTRANSTRANSFERASE-RXN
MNXR99650	GGPS_1	FARNESYLTRANSTRANSFERASE-RXN
MNXR99650	R_GGPS_1	FARNESYLTRANSTRANSFERASE-RXN
MNXR99654	FRULYSE	RXN0-4841
MNXR99654	R_FRULYSE	RXN0-4841
MNXR99657	EX_frulys_e	TRANS-RXN0-417
MNXR99657	R_EX_frulys_e	TRANS-RXN0-417
MNXR99657	FRULYStex	TRANS-RXN0-417
MNXR99657	R_FRULYStex	TRANS-RXN0-417
MNXR99658	FRUURt2rpp	TRANS-RXN-81
MNXR99658	R_FRUURt2rpp	TRANS-RXN-81
MNXR99673	FTR	RXN-9944
MNXR99673	R_FTR	RXN-9944
MNXR99703	FUCt	TRANS-RXN-20
MNXR99703	R_FUCt	TRANS-RXN-20
MNXR99703	FUCtpp	TRANS-RXN-20
MNXR99703	R_FUCtpp	TRANS-RXN-20
MNXR99705	FUM	FUMHYDR-RXN
MNXR99705	R_FUM	FUMHYDR-RXN
MNXR99705	FUMm	FUMHYDR-RXN
MNXR99705	R_FUMm	FUMHYDR-RXN
MNXR99706	FUMAC	FUMARYLACETOACETASE-RXN
MNXR99706	R_FUMAC	FUMARYLACETOACETASE-RXN
MNXR99707	FUMAH	RXN-10445
MNXR99707	R_FUMAH	RXN-10445
MNXR99711	FUMt2_2	TRANS-RXN-121B
MNXR99711	R_FUMt2_2	TRANS-RXN-121B
MNXR99711	FUMt2_2pp	TRANS-RXN-121B
MNXR99711	R_FUMt2_2pp	TRANS-RXN-121B
MNXR99712	FUMt2_3	TRANS-RXN-299
MNXR99712	R_FUMt2_3	TRANS-RXN-299
MNXR99712	FUMt2_3pp	TRANS-RXN-299
MNXR99712	R_FUMt2_3pp	TRANS-RXN-299
MNXR99715	EX_fum_e	TRANS-RXN0-553
MNXR99715	R_EX_fum_e	TRANS-RXN0-553
MNXR99715	FUMtex	TRANS-RXN0-553
MNXR99715	R_FUMtex	TRANS-RXN0-553
MNXR99715	FUMtr	TRANS-RXN0-553
MNXR99715	R_FUMtr	TRANS-RXN0-553
MNXR99715	SK_fum_c	TRANS-RXN0-553
MNXR99715	R_SK_fum_c	TRANS-RXN0-553
MNXR99765	FUTH	RXN-9780
MNXR99765	R_FUTH	RXN-9780
MNXR99842	G1PCTYT	2.7.7.33-RXN
MNXR99842	R_G1PCTYT	2.7.7.33-RXN
MNXR99844	G1PP	GLUCOSE-1-PHOSPHAT-RXN
MNXR99844	G1PP	RXN-17330
MNXR99844	R_G1PP	GLUCOSE-1-PHOSPHAT-RXN
MNXR99844	R_G1PP	RXN-17330
MNXR99844	G1PPpp	GLUCOSE-1-PHOSPHAT-RXN
MNXR99844	G1PPpp	RXN-17330
MNXR99844	R_G1PPpp	GLUCOSE-1-PHOSPHAT-RXN
MNXR99844	R_G1PPpp	RXN-17330
MNXR99846	G1PTT	DTDPGLUCOSEPP-RXN
MNXR99846	R_G1PTT	DTDPGLUCOSEPP-RXN
MNXR99850	G1SAT	GSAAMINOTRANS-RXN
MNXR99850	R_G1SAT	GSAAMINOTRANS-RXN
MNXR99850	G1SAT_1	GSAAMINOTRANS-RXN
MNXR99850	R_G1SAT_1	GSAAMINOTRANS-RXN
MNXR99852	G2PP	GLYCEROL-2-PHOSPHATASE-RXN
MNXR99852	R_G2PP	GLYCEROL-2-PHOSPHATASE-RXN
MNXR99852	G2PPpp	GLYCEROL-2-PHOSPHATASE-RXN
MNXR99852	R_G2PPpp	GLYCEROL-2-PHOSPHATASE-RXN
MNXR99872	G3PCT	2.7.7.39-RXN
MNXR99872	R_G3PCT	2.7.7.39-RXN
MNXR99876	G3PD1	1.1.1.8-RXN
MNXR99876	R_G3PD1	1.1.1.8-RXN
MNXR99876	G3PD1_1	1.1.1.8-RXN
MNXR99876	R_G3PD1_1	1.1.1.8-RXN
MNXR99876	G3PD1ir	1.1.1.8-RXN
MNXR99876	R_G3PD1ir	1.1.1.8-RXN
MNXR99876	G3PD1irm	1.1.1.8-RXN
MNXR99876	R_G3PD1irm	1.1.1.8-RXN
MNXR99876	r0202	1.1.1.8-RXN
MNXR99876	R_r0202	1.1.1.8-RXN
MNXR99889	G3PL	RXN0-2381
MNXR99889	R_G3PL	RXN0-2381
MNXR99889	TRPS3	RXN0-2381
MNXR99889	R_TRPS3	RXN0-2381
MNXR99890	G3PO	GLYCEROL-3-PHOSPHATE-OXIDASE-RXN
MNXR99890	R_G3PO	GLYCEROL-3-PHOSPHATE-OXIDASE-RXN
MNXR99894	G3PT	RXN-14965
MNXR99894	R_G3PT	RXN-14965
MNXR99896	G5DHx	GLUTSEMIALDEHYDROG-RXN
MNXR99896	R_G5DHx	GLUTSEMIALDEHYDROG-RXN
MNXR99896	G5SD	GLUTSEMIALDEHYDROG-RXN
MNXR99896	R_G5SD	GLUTSEMIALDEHYDROG-RXN
MNXR99896	G5SDym	GLUTSEMIALDEHYDROG-RXN
MNXR99896	R_G5SDym	GLUTSEMIALDEHYDROG-RXN
MNXR99897	G5SADrm	SPONTPRO-RXN
MNXR99897	R_G5SADrm	SPONTPRO-RXN
MNXR99897	G5SADs	SPONTPRO-RXN
MNXR99897	R_G5SADs	SPONTPRO-RXN
MNXR99906	G6PDH1	RXN-16652
MNXR99906	R_G6PDH1	RXN-16652
MNXR99906	G6PDH1er	RXN-16652
MNXR99906	R_G6PDH1er	RXN-16652
MNXR99907	G6PDH2er	GLU6PDEHYDROG-RXN
MNXR99907	R_G6PDH2er	GLU6PDEHYDROG-RXN
MNXR99907	G6PDH2r	GLU6PDEHYDROG-RXN
MNXR99907	R_G6PDH2r	GLU6PDEHYDROG-RXN
MNXR99911	G6PI_1	GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN
MNXR99911	R_G6PI_1	GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN
MNXR99911	G6PIh	GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN
MNXR99911	R_G6PIh	GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN
MNXR99912	G6PP	RXN66-526
MNXR99912	R_G6PP	RXN66-526
MNXR99912	G6PPer	RXN66-526
MNXR99912	R_G6PPer	RXN66-526
MNXR99912	PPGKr	RXN66-526
MNXR99912	R_PPGKr	RXN66-526
MNXR99914	G6Pt6er	TRANS-RXN-33
MNXR99914	R_G6Pt6er	TRANS-RXN-33
MNXR99922	GAL1PPpp	RXN-14938
MNXR99922	R_GAL1PPpp	RXN-14938
MNXR99927	GAL3ST12_cho	RXN-18303
MNXR99927	R_GAL3ST12_cho	RXN-18303
MNXR99931	GALAM6PISO	RXN-13548
MNXR99931	R_GALAM6PISO	RXN-13548
MNXR99955	GALCTD	GALACTARDEHYDRA-RXN
MNXR99955	R_GALCTD	GALACTARDEHYDRA-RXN
MNXR99955	GALCTD_1	GALACTARDEHYDRA-RXN
MNXR99955	R_GALCTD_1	GALACTARDEHYDRA-RXN
MNXR99956	GALCTLO	RXN0-5229
MNXR99956	R_GALCTLO	RXN0-5229
MNXR99957	GALCTND	GALACTONDEHYDRAT-RXN
MNXR99957	R_GALCTND	GALACTONDEHYDRAT-RXN
MNXR99958	GALCTNLt2pp	TRANS-RXN0-227
MNXR99958	R_GALCTNLt2pp	TRANS-RXN0-227
MNXR99960	GALCTNt2pp	TRANS-RXN-16
MNXR99960	R_GALCTNt2pp	TRANS-RXN-16
MNXR99960	GALCTNt2r	TRANS-RXN-16
MNXR99960	R_GALCTNt2r	TRANS-RXN-16
MNXR99963	EX_galct__D_e	TRANS-RXN0-203
MNXR99963	R_EX_galct__D_e	TRANS-RXN0-203
MNXR99963	EX_galctr__D_e	TRANS-RXN0-203
MNXR99963	R_EX_galctr__D_e	TRANS-RXN0-203
MNXR99963	GALCTtex	TRANS-RXN0-203
MNXR99963	R_GALCTtex	TRANS-RXN0-203
MNXR99985	GALKh	GALACTOKIN-RXN
MNXR99985	R_GALKh	GALACTOKIN-RXN
MNXR99985	GALKr	GALACTOKIN-RXN
