MNXID	bigg	other
MNXR96935	CSPMDDC	RXN-11564
MNXR96935	R_CSPMDDC	RXN-11564
MNXR96936	CSPMDDH	RXN-11566
MNXR96936	R_CSPMDDH	RXN-11566
MNXR96943	CTINBL	CYSTHIOCYS-RXN
MNXR96943	R_CTINBL	CYSTHIOCYS-RXN
MNXR96943	CYSLYSL	CYSTHIOCYS-RXN
MNXR96943	R_CYSLYSL	CYSTHIOCYS-RXN
MNXR96944	CTPS1	RXN-14325
MNXR96944	R_CTPS1	RXN-14325
MNXR96945	CTPS2	CTPSYN-RXN
MNXR96945	R_CTPS2	CTPSYN-RXN
MNXR96949	CU1abcpp	RXN-14455
MNXR96949	CU1abcpp	TRANS-RXN0-207
MNXR96949	R_CU1abcpp	RXN-14455
MNXR96949	R_CU1abcpp	TRANS-RXN0-207
MNXR96950	CU2abcpp	3.6.3.4-RXN
MNXR96950	CU2abcpp	TRANS-RXN-178
MNXR96950	R_CU2abcpp	3.6.3.4-RXN
MNXR96950	R_CU2abcpp	TRANS-RXN-178
MNXR96950	CU2abcu_syn	3.6.3.4-RXN
MNXR96950	CU2abcu_syn	TRANS-RXN-178
MNXR96950	R_CU2abcu_syn	3.6.3.4-RXN
MNXR96950	R_CU2abcu_syn	TRANS-RXN-178
MNXR96950	Cut1	3.6.3.4-RXN
MNXR96950	Cut1	TRANS-RXN-178
MNXR96950	R_Cut1	3.6.3.4-RXN
MNXR96950	R_Cut1	TRANS-RXN-178
MNXR96951	CU2tex	RXN0-14
MNXR96951	R_CU2tex	RXN0-14
MNXR96951	CU2tpp	RXN0-14
MNXR96951	R_CU2tpp	RXN0-14
MNXR96951	EX_cu2_e	RXN0-14
MNXR96951	R_EX_cu2_e	RXN0-14
MNXR96958	CYARTMT	RXN-4021
MNXR96958	R_CYARTMT	RXN-4021
MNXR96959	CYEUOLCYCI	CYCLOEUCALENOL-CYCLOISOMERASE-RXN
MNXR96959	R_CYEUOLCYCI	CYCLOEUCALENOL-CYCLOISOMERASE-RXN
MNXR96963	CYNTtex	TRANS-RXN-14
MNXR96963	R_CYNTtex	TRANS-RXN-14
MNXR96963	EX_cynt_e	TRANS-RXN-14
MNXR96963	R_EX_cynt_e	TRANS-RXN-14
MNXR96984	CYRDAR2	R343-RXN
MNXR96984	R_CYRDAR2	R343-RXN
MNXR96990	CYSAT	CYSTEINE-AMINOTRANSFERASE-RXN
MNXR96990	R_CYSAT	CYSTEINE-AMINOTRANSFERASE-RXN
MNXR96990	CYSATm	CYSTEINE-AMINOTRANSFERASE-RXN
MNXR96990	R_CYSATm	CYSTEINE-AMINOTRANSFERASE-RXN
MNXR96990	CYSTA	CYSTEINE-AMINOTRANSFERASE-RXN
MNXR96990	R_CYSTA	CYSTEINE-AMINOTRANSFERASE-RXN
MNXR96990	CYSTAi	CYSTEINE-AMINOTRANSFERASE-RXN
MNXR96990	R_CYSTAi	CYSTEINE-AMINOTRANSFERASE-RXN
MNXR96990	CYSTAm	CYSTEINE-AMINOTRANSFERASE-RXN
MNXR96990	R_CYSTAm	CYSTEINE-AMINOTRANSFERASE-RXN
MNXR96992	CYSDDS	DCYSDESULF-RXN
MNXR96992	R_CYSDDS	DCYSDESULF-RXN
MNXR96993	CYSDO	CYSTEINE-DIOXYGENASE-RXN
MNXR96993	R_CYSDO	CYSTEINE-DIOXYGENASE-RXN
MNXR96993	CYSO	CYSTEINE-DIOXYGENASE-RXN
MNXR96993	R_CYSO	CYSTEINE-DIOXYGENASE-RXN
MNXR96994	CYSDS	LCYSDESULF-RXN
MNXR96994	R_CYSDS	LCYSDESULF-RXN
MNXR96994	CYSTBL	LCYSDESULF-RXN
MNXR96994	R_CYSTBL	LCYSDESULF-RXN
MNXR96994	TRPAS1	LCYSDESULF-RXN
MNXR96994	R_TRPAS1	LCYSDESULF-RXN
MNXR96996	CYSDabcpp	TRANS-RXN-289
MNXR96996	R_CYSDabcpp	TRANS-RXN-289
MNXR96999	CYSGLTH	1.8.4.4-RXN
MNXR96999	R_CYSGLTH	1.8.4.4-RXN
MNXR97003	CYSIabcpp	TRANS-RXN0-593
MNXR97003	R_CYSIabcpp	TRANS-RXN0-593
MNXR97004	CYSItex	TRANS-RXN0-507
MNXR97004	R_CYSItex	TRANS-RXN0-507
MNXR97004	EX_Lcystin_e	TRANS-RXN0-507
MNXR97004	R_EX_Lcystin_e	TRANS-RXN0-507
MNXR97004	EX_cysi__L_e	TRANS-RXN0-507
MNXR97004	R_EX_cysi__L_e	TRANS-RXN0-507
MNXR97007	CYSS	ACSERLY-RXN
MNXR97007	R_CYSS	ACSERLY-RXN
MNXR97007	CYSS_1	ACSERLY-RXN
MNXR97007	R_CYSS_1	ACSERLY-RXN
MNXR97007	CYSS_2	ACSERLY-RXN
MNXR97007	R_CYSS_2	ACSERLY-RXN
MNXR97012	CYSTGL	RXN-15130
MNXR97012	R_CYSTGL	RXN-15130
MNXR97013	CYSTGLUex	TRANS-RXN-211
MNXR97013	R_CYSTGLUex	TRANS-RXN-211
MNXR97019	CYSTS	CYSTATHIONINE-BETA-SYNTHASE-RXN
MNXR97019	R_CYSTS	CYSTATHIONINE-BETA-SYNTHASE-RXN
MNXR97021	CYSTS_1	CYSPH-RXN
MNXR97021	R_CYSTS_1	CYSPH-RXN
MNXR97024	CYSTtp	TRANS-RXN0-512
MNXR97024	R_CYSTtp	TRANS-RXN0-512
MNXR97024	EX_cyst__L_e	TRANS-RXN0-512
MNXR97024	R_EX_cyst__L_e	TRANS-RXN0-512
MNXR97025	CYSabc	TRANS-RXN-265
MNXR97025	R_CYSabc	TRANS-RXN-265
MNXR97025	CYSabcpp	TRANS-RXN-265
MNXR97025	R_CYSabcpp	TRANS-RXN-265
MNXR97026	CYSabc2pp	RXN0-3
MNXR97026	R_CYSabc2pp	RXN0-3
MNXR97027	CYSt2r	TRANS-RXN-287
MNXR97027	R_CYSt2r	TRANS-RXN-287
MNXR97029	CYStec	RXN0-1924
MNXR97029	R_CYStec	RXN0-1924
MNXR97029	CYStex	RXN0-1924
MNXR97029	R_CYStex	RXN0-1924
MNXR97029	CYSth	RXN0-1924
MNXR97029	R_CYSth	RXN0-1924
MNXR97029	CYStpp	RXN0-1924
MNXR97029	R_CYStpp	RXN0-1924
MNXR97029	EX_cys__L_e	RXN0-1924
MNXR97029	R_EX_cys__L_e	RXN0-1924
MNXR97029	r1437	RXN0-1924
MNXR97029	R_r1437	RXN0-1924
MNXR97039	CYTD	CYTIDEAM2-RXN
MNXR97039	R_CYTD	CYTIDEAM2-RXN
MNXR97039	CYTDn	CYTIDEAM2-RXN
MNXR97039	R_CYTDn	CYTIDEAM2-RXN
MNXR97040	CYTDH	RXN0-361
MNXR97040	R_CYTDH	RXN0-361
MNXR97041	CYTDK1	CYTIKIN-RXN
MNXR97041	R_CYTDK1	CYTIKIN-RXN
MNXR97041	CYTDK2m	CYTIKIN-RXN
MNXR97041	R_CYTDK2m	CYTIKIN-RXN
MNXR97042	CYTDK2	CYTIDINEKIN-RXN
MNXR97042	R_CYTDK2	CYTIDINEKIN-RXN
MNXR97044	CYTDt2	TRANS-RXN-108B
MNXR97044	R_CYTDt2	TRANS-RXN-108B
MNXR97044	CYTDt2pp	TRANS-RXN-108B
MNXR97044	R_CYTDt2pp	TRANS-RXN-108B
MNXR97047	CYTK1	RXN-11832
MNXR97047	R_CYTK1	RXN-11832
MNXR97047	CYTK1m	RXN-11832
MNXR97047	R_CYTK1m	RXN-11832
MNXR97047	CYTK1n	RXN-11832
MNXR97047	R_CYTK1n	RXN-11832
MNXR97053	CYTK2	RXN-7913
MNXR97053	R_CYTK2	RXN-7913
MNXR97053	CYTK2m	RXN-7913
MNXR97053	R_CYTK2m	RXN-7913
MNXR97053	CYTK2n	RXN-7913
MNXR97053	R_CYTK2n	RXN-7913
MNXR97071	D5KGK	5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN
MNXR97071	R_D5KGK	5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN
MNXR97072	D5KGPA	4.1.2.29-RXN
MNXR97072	R_D5KGPA	4.1.2.29-RXN
MNXR97074	DABAAT	R101-RXN
MNXR97074	R_DABAAT	R101-RXN
MNXR97076	DADA	ADDALT-RXN
MNXR97076	R_DADA	ADDALT-RXN
MNXR97076	DADAe	ADDALT-RXN
MNXR97076	R_DADAe	ADDALT-RXN
MNXR97079	DADNK	DEOXYADENOSINE-KINASE-RXN
MNXR97079	R_DADNK	DEOXYADENOSINE-KINASE-RXN
MNXR97079	DADNKn	DEOXYADENOSINE-KINASE-RXN
MNXR97079	R_DADNKn	DEOXYADENOSINE-KINASE-RXN
MNXR97080	DADNt2	TRANS-RXN-108C
MNXR97080	R_DADNt2	TRANS-RXN-108C
MNXR97080	DADNt2pp	TRANS-RXN-108C
MNXR97080	R_DADNt2pp	TRANS-RXN-108C
MNXR97134	DALAOX	RXN-8672
MNXR97134	R_DALAOX	RXN-8672
MNXR97134	DALAOXx	RXN-8672
MNXR97134	R_DALAOXx	RXN-8672
MNXR97135	DALAt2pp	TRANS-RXN-62A
MNXR97135	R_DALAt2pp	TRANS-RXN-62A
MNXR97135	DALAt2r	TRANS-RXN-62A
MNXR97135	R_DALAt2r	TRANS-RXN-62A
MNXR97135	DALAt2rL	TRANS-RXN-62A
MNXR97135	R_DALAt2rL	TRANS-RXN-62A
MNXR97138	DAPAL	4.3.1.15-RXN
MNXR97138	R_DAPAL	4.3.1.15-RXN
MNXR97140	DAPDA	N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN
MNXR97140	R_DAPDA	N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN
MNXR97141	DAPDC	DIAMINOPIMDECARB-RXN
MNXR97141	R_DAPDC	DIAMINOPIMDECARB-RXN
MNXR97142	DAPDH	RXN-14246
MNXR97142	R_DAPDH	RXN-14246
MNXR97143	DAPE	DIAMINOPIMEPIM-RXN
MNXR97143	R_DAPE	DIAMINOPIMEPIM-RXN
MNXR97144	DAPNH4T	RXN-7737
MNXR97144	R_DAPNH4T	RXN-7737
MNXR97144	LDAPAT	RXN-7737
MNXR97144	R_LDAPAT	RXN-7737
MNXR97145	DAPOP	RXN-14192
MNXR97145	R_DAPOP	RXN-14192
MNXR97145	r0280	RXN-14192
MNXR97145	R_r0280	RXN-14192
MNXR97146	DAPabc	TRANS-RXN-291
MNXR97146	R_DAPabc	TRANS-RXN-291
MNXR97146	DAPabcpp	TRANS-RXN-291
MNXR97146	R_DAPabcpp	TRANS-RXN-291
MNXR97153	DASPO1p	D-ASPARTATE-OXIDASE-RXN
MNXR97153	R_DASPO1p	D-ASPARTATE-OXIDASE-RXN
MNXR97173	DATPDPm	RXN0-384
MNXR97173	R_DATPDPm	RXN0-384
MNXR97173	DATPDPn	RXN0-384
MNXR97173	R_DATPDPn	RXN0-384
MNXR97173	NTPP5	RXN0-384
MNXR97173	R_NTPP5	RXN0-384
MNXR97180	DBTS	DETHIOBIOTIN-SYN-RXN
MNXR97180	R_DBTS	DETHIOBIOTIN-SYN-RXN
MNXR97184	DCK2n	RXN-14100
MNXR97184	R_DCK2n	RXN-14100
MNXR97185	DCMPDA	DCMP-DEAMINASE-RXN
MNXR97185	R_DCMPDA	DCMP-DEAMINASE-RXN
MNXR97201	DCTPD	DCTP-DEAM-RXN
MNXR97201	R_DCTPD	DCTP-DEAM-RXN
MNXR97202	DCTPD2	RXN-14118
MNXR97202	R_DCTPD2	RXN-14118
MNXR97203	DCTPDPm	DCTP-PYROPHOSPHATASE-RXN
MNXR97203	R_DCTPDPm	DCTP-PYROPHOSPHATASE-RXN
MNXR97203	DCTPDPn	DCTP-PYROPHOSPHATASE-RXN
MNXR97203	R_DCTPDPn	DCTP-PYROPHOSPHATASE-RXN
MNXR97203	NTPP3	DCTP-PYROPHOSPHATASE-RXN
MNXR97203	R_NTPP3	DCTP-PYROPHOSPHATASE-RXN
MNXR97207	DCYTD	CYTIDEAM-RXN
MNXR97207	R_DCYTD	CYTIDEAM-RXN
MNXR97207	DCYTDn	CYTIDEAM-RXN
MNXR97207	R_DCYTDn	CYTIDEAM-RXN
MNXR97209	DCYTt2	TRANS-RXN-108D
MNXR97209	R_DCYTt2	TRANS-RXN-108D
MNXR97209	DCYTt2pp	TRANS-RXN-108D
MNXR97209	R_DCYTt2pp	TRANS-RXN-108D
MNXR97213	DDGALK	DEHYDDEOXGALACTKIN-RXN
MNXR97213	R_DDGALK	DEHYDDEOXGALACTKIN-RXN
MNXR97218	DDPA	DAHPSYN-RXN
MNXR97218	R_DDPA	DAHPSYN-RXN
MNXR97218	DDPAm	DAHPSYN-RXN
MNXR97218	R_DDPAm	DAHPSYN-RXN
MNXR97218	DPHS	DAHPSYN-RXN
MNXR97218	R_DPHS	DAHPSYN-RXN
MNXR97219	DDPGA	4OH2OXOGLUTARALDOL-RXN
MNXR97219	R_DDPGA	4OH2OXOGLUTARALDOL-RXN
MNXR97219	DDPGAm	4OH2OXOGLUTARALDOL-RXN
MNXR97219	R_DDPGAm	4OH2OXOGLUTARALDOL-RXN
MNXR97220	DDPGALA	DEHYDDEOXPHOSGALACT-ALDOL-RXN
MNXR97220	R_DDPGALA	DEHYDDEOXPHOSGALACT-ALDOL-RXN
MNXR97263	DGC3D	KDUD-RXN
MNXR97263	R_DGC3D	KDUD-RXN
MNXR97320	DGK1	GMKALT-RXN
MNXR97320	R_DGK1	GMKALT-RXN
MNXR97323	DGNSK	DEOXYGUANOSINE-KINASE-RXN
MNXR97323	R_DGNSK	DEOXYGUANOSINE-KINASE-RXN
MNXR97323	DGNSKm	DEOXYGUANOSINE-KINASE-RXN
MNXR97323	R_DGNSKm	DEOXYGUANOSINE-KINASE-RXN
MNXR97358	DHAD1	DIHYDROXYISOVALDEHYDRAT-RXN
MNXR97358	R_DHAD1	DIHYDROXYISOVALDEHYDRAT-RXN
MNXR97358	DHAD1m	DIHYDROXYISOVALDEHYDRAT-RXN
MNXR97358	R_DHAD1m	DIHYDROXYISOVALDEHYDRAT-RXN
MNXR97358	DHAD_3mob_h	DIHYDROXYISOVALDEHYDRAT-RXN
MNXR97358	R_DHAD_3mob_h	DIHYDROXYISOVALDEHYDRAT-RXN
MNXR97359	DHAD2	DIHYDROXYMETVALDEHYDRAT-RXN
MNXR97359	R_DHAD2	DIHYDROXYMETVALDEHYDRAT-RXN
MNXR97359	DHAD2m	DIHYDROXYMETVALDEHYDRAT-RXN
MNXR97359	R_DHAD2m	DIHYDROXYMETVALDEHYDRAT-RXN
MNXR97359	DHADh	DIHYDROXYMETVALDEHYDRAT-RXN
MNXR97359	R_DHADh	DIHYDROXYMETVALDEHYDRAT-RXN
MNXR97361	DHAK	GLYCERONE-KINASE-RXN
MNXR97361	R_DHAK	GLYCERONE-KINASE-RXN
MNXR97364	DHAPT	2.7.1.121-RXN
MNXR97364	R_DHAPT	2.7.1.121-RXN
MNXR97367	DHAt	TRANS-RXN0-559
MNXR97367	R_DHAt	TRANS-RXN0-559
MNXR97367	DHAtex	TRANS-RXN0-559
MNXR97367	R_DHAtex	TRANS-RXN0-559
MNXR97367	DHAtpp	TRANS-RXN0-559
MNXR97367	R_DHAtpp	TRANS-RXN0-559
MNXR97367	EX_dha_e	TRANS-RXN0-559
MNXR97367	R_EX_dha_e	TRANS-RXN0-559
MNXR97368	DHBD	DHBDEHYD-RXN
MNXR97368	R_DHBD	DHBDEHYD-RXN
MNXR97369	DHBS	DHBAMPLIG-RXN
MNXR97369	R_DHBS	DHBAMPLIG-RXN
MNXR97369	DHBSr	DHBAMPLIG-RXN
MNXR97369	R_DHBSr	DHBAMPLIG-RXN
MNXR97408	DHNAOT4	DMK-RXN
MNXR97408	R_DHNAOT4	DMK-RXN
MNXR97424	DHORD_NAD	OROTATE-REDUCTASE-NADH-RXN
MNXR97424	R_DHORD_NAD	OROTATE-REDUCTASE-NADH-RXN
MNXR97425	DHORDfum	RXN-9929
MNXR97425	R_DHORDfum	RXN-9929
MNXR97428	DHORTS	DIHYDROOROT-RXN
MNXR97428	R_DHORTS	DIHYDROOROT-RXN
MNXR97428	DHORTSn	DIHYDROOROT-RXN
MNXR97428	R_DHORTSn	DIHYDROOROT-RXN
MNXR97428	DHR	DIHYDROOROT-RXN
MNXR97428	R_DHR	DIHYDROOROT-RXN
MNXR97432	DHPD	DIHYDROPYRIMIDINASE-RXN
MNXR97432	R_DHPD	DIHYDROPYRIMIDINASE-RXN
MNXR97432	DHPM1	DIHYDROPYRIMIDINASE-RXN
MNXR97432	R_DHPM1	DIHYDROPYRIMIDINASE-RXN
MNXR97434	DHPPD	PHENPRODIOLDEHYDROG-RXN
MNXR97434	R_DHPPD	PHENPRODIOLDEHYDROG-RXN
MNXR97435	DHPPDA2	RIBOFLAVINSYNDEAM-RXN
MNXR97435	R_DHPPDA2	RIBOFLAVINSYNDEAM-RXN
MNXR97442	DHPTDCs2	RXN-10015
MNXR97442	R_DHPTDCs2	RXN-10015
MNXR97447	DHQS	3-DEHYDROQUINATE-SYNTHASE-RXN
MNXR97447	R_DHQS	3-DEHYDROQUINATE-SYNTHASE-RXN
MNXR97447	DHQS_1	3-DEHYDROQUINATE-SYNTHASE-RXN
MNXR97447	R_DHQS_1	3-DEHYDROQUINATE-SYNTHASE-RXN
MNXR97449	DHQTi	3-DEHYDROQUINATE-DEHYDRATASE-RXN
MNXR97449	R_DHQTi	3-DEHYDROQUINATE-DEHYDRATASE-RXN
MNXR97449	DQDH	3-DEHYDROQUINATE-DEHYDRATASE-RXN
MNXR97449	R_DQDH	3-DEHYDROQUINATE-DEHYDRATASE-RXN
MNXR97453	DHSKDH	DHSHIKIMATE-DEHYDRO-RXN
MNXR97453	R_DHSKDH	DHSHIKIMATE-DEHYDRO-RXN
MNXR97455	DIAT	RXN-9939
MNXR97455	R_DIAT	RXN-9939
MNXR97455	RE1238X	RXN-9939
MNXR97455	R_RE1238X	RXN-9939
MNXR97456	DICtm	TRANS-RXN-106B
MNXR97456	R_DICtm	TRANS-RXN-106B
MNXR97456	SUCMALtpp	TRANS-RXN-106B
MNXR97456	R_SUCMALtpp	TRANS-RXN-106B
MNXR97457	DIDP	RXN-14004
MNXR97457	R_DIDP	RXN-14004
MNXR97465	DINSt2	TRANS-RXN-108E
MNXR97465	R_DINSt2	TRANS-RXN-108E
MNXR97465	DINSt2pp	TRANS-RXN-108E
MNXR97465	R_DINSt2pp	TRANS-RXN-108E
MNXR97483	DJENKabc	TRANS-RXN0-508
MNXR97483	R_DJENKabc	TRANS-RXN0-508
MNXR97491	DKGLCNR2y	YIAE1-RXN
MNXR97491	R_DKGLCNR2y	YIAE1-RXN
MNXR97512	DMATT	GPPSYN-RXN
MNXR97512	R_DMATT	GPPSYN-RXN
MNXR97512	DMATTx	GPPSYN-RXN
MNXR97512	R_DMATTx	GPPSYN-RXN
MNXR97512	GPPSh	GPPSYN-RXN
MNXR97512	R_GPPSh	GPPSYN-RXN
MNXR97523	DMORh	ACETOLACTREDUCTOISOM-RXN
MNXR97523	R_DMORh	ACETOLACTREDUCTOISOM-RXN
MNXR97523	KARA1	ACETOLACTREDUCTOISOM-RXN
MNXR97523	R_KARA1	ACETOLACTREDUCTOISOM-RXN
MNXR97523	KARA1i	ACETOLACTREDUCTOISOM-RXN
MNXR97523	R_KARA1i	ACETOLACTREDUCTOISOM-RXN
MNXR97523	KARA1im	ACETOLACTREDUCTOISOM-RXN
MNXR97523	R_KARA1im	ACETOLACTREDUCTOISOM-RXN
MNXR97527	DMQMT	DHHB-METHYLTRANSFER-RXN
MNXR97527	R_DMQMT	DHHB-METHYLTRANSFER-RXN
MNXR97533	DMSOtex	TRANS-RXN0-273
MNXR97533	R_DMSOtex	TRANS-RXN0-273
MNXR97533	DMSOtpp	TRANS-RXN0-273
MNXR97533	R_DMSOtpp	TRANS-RXN0-273
MNXR97533	EX_dmso_e	TRANS-RXN0-273
MNXR97533	R_EX_dmso_e	TRANS-RXN0-273
MNXR97535	DMT	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
MNXR97535	R_DMT	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
MNXR97678	DNGALh	NAD-SYNTH-GLN-RXN
MNXR97678	R_DNGALh	NAD-SYNTH-GLN-RXN
MNXR97678	NADS2	NAD-SYNTH-GLN-RXN
MNXR97678	R_NADS2	NAD-SYNTH-GLN-RXN
MNXR97680	DNTPPA	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN
MNXR97680	R_DNTPPA	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN
MNXR97680	DNTPPA_1	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN
MNXR97680	R_DNTPPA_1	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN
MNXR97688	DOGULNR	RXN0-703
MNXR97688	R_DOGULNR	RXN0-703
MNXR97752	DOPAMT	RXN6666-7
MNXR97752	R_DOPAMT	RXN6666-7
MNXR97762	DPCOAK	DEPHOSPHOCOAKIN-RXN
MNXR97762	R_DPCOAK	DEPHOSPHOCOAKIN-RXN
MNXR97762	DPCOAKm	DEPHOSPHOCOAKIN-RXN
MNXR97762	R_DPCOAKm	DEPHOSPHOCOAKIN-RXN
MNXR97776	DPMVD	DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN
MNXR97776	R_DPMVD	DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN
MNXR97776	DPMVDx	DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN
MNXR97776	R_DPMVDx	DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN
MNXR97778	DPPS	RXN-9106
MNXR97778	R_DPPS	RXN-9106
MNXR97779	DPR	2-DEHYDROPANTOATE-REDUCT-RXN
MNXR97779	R_DPR	2-DEHYDROPANTOATE-REDUCT-RXN
MNXR97779	DPRm	2-DEHYDROPANTOATE-REDUCT-RXN
MNXR97779	R_DPRm	2-DEHYDROPANTOATE-REDUCT-RXN
MNXR97779	PNORm	2-DEHYDROPANTOATE-REDUCT-RXN
MNXR97779	R_PNORm	2-DEHYDROPANTOATE-REDUCT-RXN
MNXR97779	PNORn	2-DEHYDROPANTOATE-REDUCT-RXN
MNXR97779	R_PNORn	2-DEHYDROPANTOATE-REDUCT-RXN
MNXR97787	DRPA	DEOXYRIBOSE-P-ALD-RXN
MNXR97787	R_DRPA	DEOXYRIBOSE-P-ALD-RXN
MNXR97796	DSCLCOCH	RXN-8759
MNXR97796	R_DSCLCOCH	RXN-8759
MNXR97796	SHCHCC	RXN-8759
MNXR97796	R_SHCHCC	RXN-8759
MNXR97798	DSERt2	RXN0-5130
MNXR97798	R_DSERt2	RXN0-5130
MNXR97798	DSERt2pp	RXN0-5130
MNXR97798	R_DSERt2pp	RXN0-5130
MNXR97799	DSERtex	TRANS-RXN0-495
MNXR97799	R_DSERtex	TRANS-RXN0-495
MNXR97799	EX_ser__D_e	TRANS-RXN0-495
MNXR97799	R_EX_ser__D_e	TRANS-RXN0-495
MNXR97802	DTARTD	D--TARTRATE-DEHYDRATASE-RXN
MNXR97802	R_DTARTD	D--TARTRATE-DEHYDRATASE-RXN
MNXR97804	DTMPK	DTMPKI-RXN
MNXR97804	R_DTMPK	DTMPKI-RXN
MNXR97804	DTMPKm	DTMPKI-RXN
MNXR97804	R_DTMPKm	DTMPKI-RXN
MNXR97807	DTPH	RXN-14213
MNXR97807	R_DTPH	RXN-14213
MNXR97807	r0494	RXN-14213
MNXR97807	R_r0494	RXN-14213
MNXR97809	DTTPDPm	RXN0-5107
MNXR97809	R_DTTPDPm	RXN0-5107
MNXR97809	DTTPDPn	RXN0-5107
MNXR97809	R_DTTPDPn	RXN0-5107
MNXR97809	NTPP7	RXN0-5107
MNXR97809	R_NTPP7	RXN0-5107
MNXR97814	DURAD	1.3.1.2-RXN
MNXR97814	R_DURAD	1.3.1.2-RXN
MNXR97815	DURAD2	RXN-11209
MNXR97815	R_DURAD2	RXN-11209
MNXR97816	DURADx	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
MNXR97816	R_DURADx	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
MNXR97817	DURIK1	DURIDKI-RXN
MNXR97817	R_DURIK1	DURIDKI-RXN
MNXR97817	DURIK1m	DURIDKI-RXN
MNXR97817	R_DURIK1m	DURIDKI-RXN
MNXR97818	DURIPP	URA-PHOSPH-RXN
MNXR97818	R_DURIPP	URA-PHOSPH-RXN
MNXR97820	DURIt2	TRANS-RXN-108F
MNXR97820	R_DURIt2	TRANS-RXN-108F
MNXR97820	DURIt2pp	TRANS-RXN-108F
MNXR97820	R_DURIt2pp	TRANS-RXN-108F
MNXR97822	DUTPDP	DUTP-PYROP-RXN
MNXR97822	R_DUTPDP	DUTP-PYROP-RXN
MNXR97822	DUTPDPm	DUTP-PYROP-RXN
MNXR97822	R_DUTPDPm	DUTP-PYROP-RXN
MNXR97822	DUTPDPn	DUTP-PYROP-RXN
MNXR97822	R_DUTPDPn	DUTP-PYROP-RXN
MNXR97824	DVCHLDR	RXN-5286
MNXR97824	R_DVCHLDR	RXN-5286
MNXR97830	DXPRIi	DXPREDISOM-RXN
MNXR97830	R_DXPRIi	DXPREDISOM-RXN
MNXR97830	DXRI	DXPREDISOM-RXN
MNXR97830	R_DXRI	DXPREDISOM-RXN
MNXR97831	DXPS	DXS-RXN
MNXR97831	R_DXPS	DXS-RXN
MNXR97831	DXS	DXS-RXN
MNXR97831	R_DXS	DXS-RXN
MNXR97832	DXYLK	RXN0-382
MNXR97832	R_DXYLK	RXN0-382
MNXR97833	DXYLUDtex	TRANS-RXN0-448
MNXR97833	R_DXYLUDtex	TRANS-RXN0-448
MNXR97833	EX_dxyl_e	TRANS-RXN0-448
MNXR97833	R_EX_dxyl_e	TRANS-RXN0-448
MNXR97838	D_LACt2	TRANS-RXN0-515
MNXR97838	R_D_LACt2	TRANS-RXN0-515
MNXR97838	D_LACt2pp	TRANS-RXN0-515
MNXR97838	R_D_LACt2pp	TRANS-RXN0-515
MNXR97838	D_LACti	TRANS-RXN0-515
MNXR97838	R_D_LACti	TRANS-RXN0-515
MNXR97838	D_LACtm	TRANS-RXN0-515
MNXR97838	R_D_LACtm	TRANS-RXN0-515
MNXR97842	E4PD	ERYTH4PDEHYDROG-RXN
MNXR97842	R_E4PD	ERYTH4PDEHYDROG-RXN
MNXR97878	ECAtpp	TRANS-RXN0-279
MNXR97878	R_ECAtpp	TRANS-RXN0-279
MNXR97883	ECOAH1	RXN-11667
MNXR97883	R_ECOAH1	RXN-11667
MNXR97883	ECOAH1_1	RXN-11667
MNXR97883	R_ECOAH1_1	RXN-11667
MNXR97883	ECOAH1_2	RXN-11667
MNXR97883	R_ECOAH1_2	RXN-11667
MNXR97883	ECOAH1m	RXN-11667
MNXR97883	R_ECOAH1m	RXN-11667
MNXR97883	ECOAH1x	RXN-11667
MNXR97883	R_ECOAH1x	RXN-11667
MNXR97886	ECOAH2	RXN-12567
MNXR97886	R_ECOAH2	RXN-12567
MNXR97886	ECOAH2_1	RXN-12567
MNXR97886	R_ECOAH2_1	RXN-12567
MNXR97886	ECOAH2m	RXN-12567
MNXR97886	R_ECOAH2m	RXN-12567
MNXR97889	ECOAH4	RXN-13616
MNXR97889	R_ECOAH4	RXN-13616
MNXR97889	ECOAH4_1	RXN-13616
MNXR97889	R_ECOAH4_1	RXN-13616
MNXR97889	ECOAH4m	RXN-13616
MNXR97889	R_ECOAH4m	RXN-13616
MNXR97889	ECOAH4p	RXN-13616
MNXR97889	R_ECOAH4p	RXN-13616
MNXR97891	ECOAH6	RXN-14273
MNXR97891	R_ECOAH6	RXN-14273
MNXR97891	ECOAH6_1	RXN-14273
MNXR97891	R_ECOAH6_1	RXN-14273
MNXR97891	ECOAH6m	RXN-14273
