id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	direction	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	is_copy_of	gapseq.status
rxn00048	R00066	6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase	(2) cpd02656[0] <=> (1) cpd00220[0] + (1) cpd02882[0]	-1:cpd00067:0:0:"H+";-2:cpd02656:0:0:"6-7-Dimethyl-8--1-D-ribityllumazine";1:cpd00220:0:0:"Riboflavin";1:cpd02882:0:0:"4--1-D-Ribitylamino-5-aminouracil"	0	(1) cpd00067[0] + (2) cpd02656[0] => (1) cpd00220[0] + (1) cpd02882[0]	(1) H+[0] + (2) 6-7-Dimethyl-8--1-D-ribityllumazine[0] => (1) Riboflavin[0] + (1) 4--1-D-Ribitylamino-5-aminouracil[0]	>	>					-41.52	2.99	cpd00067;cpd00220;cpd02656;cpd02882	OK	0	rxn32591	HB		approved
rxn00050	rxn00050	rxn00050	(2) cpd03299[0] <=> (1) cpd00007[0] + (2) cpd02311[0]	-2:cpd03299:0:0:"Hydantoin-propionate";1:cpd00007:0:0:"O2";2:cpd00067:0:0:"H+";2:cpd02311:0:0:"4-Imidazolone-5-propanoate"	0	(2) cpd03299[0] <=> (1) cpd00007[0] + (2) cpd00067[0] + (2) cpd02311[0]	(2) Hydantoin-propionate[0] <=> (1) O2[0] + (2) H+[0] + (2) 4-Imidazolone-5-propanoate[0]	<	=					134.22	2.30498	cpd00007;cpd00067;cpd02311;cpd03299	OK	0		HB		approved
rxn00051	R00070	D-urobilinogen:oxygen oxidoreductase	(1) cpd00007[0] + (2) cpd03431[0] <=> (2) cpd00001[0] + (2) cpd03434[0]	-1:cpd00007:0:0:"O2";-2:cpd03431:0:0:"D-Urobilinogen";2:cpd00001:0:0:"H2O";2:cpd03434:0:0:"D-Urobilin"	0	(1) cpd00007[0] + (2) cpd03431[0] => (2) cpd00001[0] + (2) cpd03434[0]	(1) O2[0] + (2) D-Urobilinogen[0] => (2) H2O[0] + (2) D-Urobilin[0]	>	>					-84.11	5.3	cpd00001;cpd00007;cpd03431;cpd03434	OK	0				approved
rxn00052	R00072	thiamine-aldehyde:oxygen 5-oxidoreductase	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd03484[0] <=> (1) cpd00025[0] + (1) cpd01852[0]	-1:cpd00001:0:0:"H2O";-1:cpd00007:0:0:"O2";-1:cpd03484:0:0:"Thiamine aldehyde";1:cpd00025:0:0:"H2O2";1:cpd00067:0:0:"H+";1:cpd01852:0:0:"Thiamin acetic acid"	0	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd03484[0] => (1) cpd00025[0] + (1) cpd00067[0] + (1) cpd01852[0]	(1) H2O[0] + (1) O2[0] + (1) Thiamine aldehyde[0] => (1) H2O2[0] + (1) H+[0] + (1) Thiamin acetic acid[0]	>	>					-41.51	0.89	cpd00001;cpd00007;cpd00025;cpd00067;cpd01852;cpd03484	OK	0				approved
rxn00053	Prostaglandin H2:oxygen oxidoreductase	Prostaglandin H2:oxygen oxidoreductase	(1) cpd00007[0] + (2) cpd00336[0] <=> (2) cpd03545[0]	-1:cpd00007:0:0:"O2";-2:cpd00336:0:0:"Prostaglandin H2";2:cpd03545:0:0:"PGG2"	0	(1) cpd00007[0] + (2) cpd00336[0] <=> (2) cpd03545[0]	(1) O2[0] + (2) Prostaglandin H2[0] <=> (2) PGG2[0]	>	=					-50.3197	0.957004	cpd00007;cpd00336;cpd03545	OK	0				approved
rxn00054	R00074	2-aminophenol:oxygen oxidoreductase (dimerizing)	(3) cpd00007[0] + (4) cpd01360[0] <=> (6) cpd00001[0] + (2) cpd01462[0]	-3:cpd00007:0:0:"O2";-4:cpd01360:0:0:"o-Aminophenol";6:cpd00001:0:0:"H2O";2:cpd01462:0:0:"Isophenoxazine"	0	(3) cpd00007[0] + (4) cpd01360[0] => (6) cpd00001[0] + (2) cpd01462[0]	(3) O2[0] + (4) o-Aminophenol[0] => (6) H2O[0] + (2) Isophenoxazine[0]	>	>					-286.3	7.35	cpd00001;cpd00007;cpd01360;cpd01462	OK	0				approved
rxn00055	R00075	S-adenosyl-L-methionine:S-adenosyl-L-methionine 3-amino-3-carboxypropyltransferase	(3) cpd00017[0] <=> (3) cpd00147[0] + (1) cpd03158[0]	-3:cpd00017:0:0:"S-Adenosyl-L-methionine";4:cpd00067:0:0:"H+";3:cpd00147:0:0:"5-Methylthioadenosine";1:cpd03158:0:0:"Nicotianamine"	0	(3) cpd00017[0] => (4) cpd00067[0] + (3) cpd00147[0] + (1) cpd03158[0]	(3) S-Adenosyl-L-methionine[0] => (4) H+[0] + (3) 5-Methylthioadenosine[0] + (1) Nicotianamine[0]	>	>					-24.55	6.67	cpd00017;cpd00067;cpd00147;cpd03158	OK	0	rxn37935			approved
rxn00056	R00078	Fe(II):oxygen oxidoreductase	(1) cpd00007[0] + (4) cpd10515[0] <=> (2) cpd00001[0] + (4) cpd10516[0]	-1:cpd00007:0:0:"O2";-4:cpd00067:0:0:"H+";-4:cpd10515:0:0:"Fe2+";2:cpd00001:0:0:"H2O";4:cpd10516:0:0:"fe3"	0	(1) cpd00007[0] + (4) cpd00067[0] + (4) cpd10515[0] => (2) cpd00001[0] + (4) cpd10516[0]	(1) O2[0] + (4) H+[0] + (4) Fe2+[0] => (2) H2O[0] + (4) fe3[0]	>	=					-8.17	3.04	cpd00001;cpd00007;cpd00067;cpd10515;cpd10516	OK	0	rxn25990;rxn31826			corrected
rxn00057	R00080	Catechol:oxygen oxidoreductase (dimerizing)	(3) cpd00007[0] + (4) cpd00077[0] <=> (6) cpd00001[0] + (2) cpd02409[0]	-3:cpd00007:0:0:"O2";-4:cpd00077:0:0:"Catechol";6:cpd00001:0:0:"H2O";2:cpd02409:0:0:"Dibenzo[1,4]dioxin-2,3-dione"	0	(3) cpd00007[0] + (4) cpd00077[0] => (6) cpd00001[0] + (2) cpd02409[0]	(3) O2[0] + (4) Catechol[0] => (6) H2O[0] + (2) Dibenzo[1,4]dioxin-2,3-dione[0]	>	>					-264.92	7.48	cpd00001;cpd00007;cpd00077;cpd02409	OK	0				approved
rxn00058	R00081	Ferrocytochrome-c:oxygen oxidoreductase	(1) cpd00007[0] + (4) cpd00110[0] <=> (2) cpd00001[0] + (4) cpd00109[0]	-1:cpd00007:0:0:"O2";-4:cpd00067:0:0:"H+";-4:cpd00110:0:0:"Cytochrome c2+";2:cpd00001:0:0:"H2O";4:cpd00109:0:0:"Cytochrome c3+"	0	(1) cpd00007[0] + (4) cpd00067[0] + (4) cpd00110[0] => (2) cpd00001[0] + (4) cpd00109[0]	(1) O2[0] + (4) H+[0] + (4) Cytochrome c2+[0] => (2) H2O[0] + (4) Cytochrome c3+[0]	>	>					-79.17	1.12	cpd00001;cpd00007;cpd00067;cpd00109;cpd00110	OK	0	rxn33884			approved
rxn00059	Benzenediol:oxygen oxidoreductase	Benzenediol:oxygen oxidoreductase	(1) cpd00007[0] + (4) cpd01232[0] <=> (2) cpd00001[0] + (4) cpd00415[0]	-1:cpd00007:0:0:"O2";-4:cpd00067:0:0:"H+";-4:cpd01232:0:0:"Benzenediol";2:cpd00001:0:0:"H2O";4:cpd00415:0:0:"Quinol"	0	(1) cpd00007[0] + (4) cpd00067[0] + (4) cpd01232[0] <=> (2) cpd00001[0] + (4) cpd00415[0]	(1) O2[0] + (4) H+[0] + (4) Benzenediol[0] <=> (2) H2O[0] + (4) Quinol[0]	>	=					-79.1737	1.11803	cpd00001;cpd00007;cpd00067;cpd00415;cpd01232	CI:-4	0				not.assessed
rxn00060	R00084	porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing)	(1) cpd00001[0] + (4) cpd00689[0] <=> (4) cpd00013[0] + (1) cpd00755[0]	-1:cpd00001:0:0:"H2O";-4:cpd00689:0:0:"Porphobilinogen";4:cpd00013:0:0:"NH3";1:cpd00755:0:0:"Hydroxymethylbilane"	0	(1) cpd00001[0] + (4) cpd00689[0] => (4) cpd00013[0] + (1) cpd00755[0]	(1) H2O[0] + (4) Porphobilinogen[0] => (4) NH3[0] + (1) Hydroxymethylbilane[0]	>	>					-25.97	2.61	cpd00001;cpd00013;cpd00689;cpd00755	OK	0	rxn20490			approved
rxn00061	R00085	ATP diphosphohydrolase (phosphate-forming)	(2) cpd00001[0] + (1) cpd00002[0] <=> (2) cpd00009[0] + (1) cpd00018[0]	-2:cpd00001:0:0:"H2O";-1:cpd00002:0:0:"ATP";2:cpd00009:0:0:"Phosphate";1:cpd00018:0:0:"AMP";3:cpd00067:0:0:"H+"	0	(2) cpd00001[0] + (1) cpd00002[0] => (2) cpd00009[0] + (1) cpd00018[0] + (3) cpd00067[0]	(2) H2O[0] + (1) ATP[0] => (2) Phosphate[0] + (1) AMP[0] + (3) H+[0]	>	>					-23.16	1.44	cpd00001;cpd00002;cpd00009;cpd00018;cpd00067	OK	0	rxn27710	HB		approved
rxn00062	R00086	ATP phosphohydrolase	(1) cpd00001[0] + (1) cpd00002[0] <=> (1) cpd00008[0] + (1) cpd00009[0]	-1:cpd00001:0:0:"H2O";-1:cpd00002:0:0:"ATP";1:cpd00008:0:0:"ADP";1:cpd00009:0:0:"Phosphate";1:cpd00067:0:0:"H+"	0	(1) cpd00001[0] + (1) cpd00002[0] => (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0]	(1) H2O[0] + (1) ATP[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0]	>	>					-6.82	0.72	cpd00001;cpd00002;cpd00008;cpd00009;cpd00067	OK	0	rxn11300;rxn27586;rxn27587;rxn27588;rxn27616;rxn38021;rxn38022;rxn38023;rxn38233			approved
rxn00063	R00087	ATP diphosphohydrolase (diphosphate-forming)	(1) cpd00001[0] + (1) cpd00002[0] <=> (1) cpd00012[0] + (1) cpd00018[0]	-1:cpd00001:0:0:"H2O";-1:cpd00002:0:0:"ATP";1:cpd00012:0:0:"PPi";1:cpd00018:0:0:"AMP";2:cpd00067:0:0:"H+"	0	(1) cpd00001[0] + (1) cpd00002[0] => (1) cpd00012[0] + (1) cpd00018[0] + (2) cpd00067[0]	(1) H2O[0] + (1) ATP[0] => (1) PPi[0] + (1) AMP[0] + (2) H+[0]	>	>					-27.3	0.75	cpd00001;cpd00002;cpd00012;cpd00018;cpd00067	OK	0	rxn33891	HB		approved
rxn00064	R00088	ATP aminohydrolase	(1) cpd00001[0] + (1) cpd00002[0] <=> (1) cpd00013[0] + (1) cpd00068[0]	-1:cpd00001:0:0:"H2O";-1:cpd00002:0:0:"ATP";-1:cpd00067:0:0:"H+";1:cpd00013:0:0:"NH3";1:cpd00068:0:0:"ITP"	0	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00067[0] => (1) cpd00013[0] + (1) cpd00068[0]	(1) H2O[0] + (1) ATP[0] + (1) H+[0] => (1) NH3[0] + (1) ITP[0]	>	>					-8.48	1.32	cpd00001;cpd00002;cpd00013;cpd00067;cpd00068	OK	0				approved
rxn00065	R00089	ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming)	(1) cpd00002[0] <=> (1) cpd00012[0] + (1) cpd00446[0]	-1:cpd00002:0:0:"ATP";1:cpd00012:0:0:"PPi";1:cpd00067:0:0:"H+";1:cpd00446:0:0:"cAMP"	0	(1) cpd00002[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd00446[0]	(1) ATP[0] => (1) PPi[0] + (1) H+[0] + (1) cAMP[0]	>	>					-8.48	2.18	cpd00002;cpd00012;cpd00067;cpd00446	OK	0	rxn35429	HB		approved
rxn00066	R00090	NADH:hydrogen-peroxide oxidoreductase	(1) cpd00004[0] + (1) cpd00025[0] <=> (2) cpd00001[0] + (1) cpd00003[0]	-1:cpd00004:0:0:"NADH";-1:cpd00025:0:0:"H2O2";-1:cpd00067:0:0:"H+";2:cpd00001:0:0:"H2O";1:cpd00003:0:0:"NAD"	0	(1) cpd00004[0] + (1) cpd00025[0] + (1) cpd00067[0] => (2) cpd00001[0] + (1) cpd00003[0]	(1) NADH[0] + (1) H2O2[0] + (1) H+[0] => (2) H2O[0] + (1) NAD[0]	>	>					-77.06	1.53	cpd00001;cpd00003;cpd00004;cpd00025;cpd00067	OK	0				approved
rxn00067	R00091	CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (2) cpd00010[0] <=> (1) cpd00004[0] + (1) cpd01378[0]	-1:cpd00003:0:0:"NAD";-2:cpd00010:0:0:"CoA";-1:cpd00067:0:0:"H+";1:cpd00004:0:0:"NADH";1:cpd01378:0:0:"CoA-disulfide"	0	(1) cpd00003[0] + (2) cpd00010[0] + (1) cpd00067[0] <= (1) cpd00004[0] + (1) cpd01378[0]	(1) NAD[0] + (2) CoA[0] + (1) H+[0] <= (1) NADH[0] + (1) CoA-disulfide[0]	<	<					2.92	2.04	cpd00003;cpd00004;cpd00010;cpd00067;cpd01378	OK	0		HB		approved
rxn00068	R00092	Fe2+:NAD+ oxidoreductase	(1) cpd00003[0] + (2) cpd10515[0] <=> (1) cpd00004[0] + (2) cpd10516[0]	-1:cpd00003:0:0:"NAD";-1:cpd00067:0:0:"H+";-2:cpd10515:0:0:"Fe2+";1:cpd00004:0:0:"NADH";2:cpd10516:0:0:"fe3"	0	(1) cpd00003[0] + (1) cpd00067[0] + (2) cpd10515[0] <= (1) cpd00004[0] + (2) cpd10516[0]	(1) NAD[0] + (1) H+[0] + (2) Fe2+[0] <= (1) NADH[0] + (2) fe3[0]	<	<					50.3	1.76	cpd00003;cpd00004;cpd00067;cpd10515;cpd10516	OK	0	rxn27853;rxn32326;rxn32328;rxn32703			approved
rxn00069	R00093	L-glutamate:NAD+ oxidoreductase (transaminating)	(1) cpd00003[0] + (2) cpd00023[0] <=> (1) cpd00004[0] + (1) cpd00024[0] + (1) cpd00053[0]	-1:cpd00003:0:0:"NAD";-2:cpd00023:0:0:"L-Glutamate";1:cpd00004:0:0:"NADH";1:cpd00024:0:0:"2-Oxoglutarate";1:cpd00053:0:0:"L-Glutamine";1:cpd00067:0:0:"H+"	0	(1) cpd00003[0] + (2) cpd00023[0] <=> (1) cpd00004[0] + (1) cpd00024[0] + (1) cpd00053[0] + (1) cpd00067[0]	(1) NAD[0] + (2) L-Glutamate[0] <=> (1) NADH[0] + (1) 2-Oxoglutarate[0] + (1) L-Glutamine[0] + (1) H+[0]	=	=					13.41	1.25	cpd00003;cpd00004;cpd00023;cpd00024;cpd00053;cpd00067	OK	0	rxn27888			approved
rxn00070	R00094	glutathione:NAD+ oxidoreductase	(1) cpd00003[0] + (2) cpd00042[0] <=> (1) cpd00004[0] + (1) cpd00111[0]	-1:cpd00003:0:0:"NAD";-2:cpd00042:0:0:"GSH";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd00111:0:0:"Oxidized glutathione"	0	(1) cpd00003[0] + (2) cpd00042[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00111[0]	(1) NAD[0] + (2) GSH[0] <=> (1) NADH[0] + (1) H+[0] + (1) Oxidized glutathione[0]	=	=					2.92	2.04	cpd00003;cpd00004;cpd00042;cpd00067;cpd00111	OK	0	rxn34788;rxn34789			approved
rxn00071	R00095	NADH:monodehydroascorbate oxidoreductase	(1) cpd00003[0] + (2) cpd00059[0] <=> (1) cpd00004[0] + (2) cpd00766[0]	-1:cpd00003:0:0:"NAD";-2:cpd00059:0:0:"L-Ascorbate";1:cpd00004:0:0:"NADH";3:cpd00067:0:0:"H+";2:cpd00766:0:0:"Ascorbate radical"	0	(1) cpd00003[0] + (2) cpd00059[0] <= (1) cpd00004[0] + (3) cpd00067[0] + (2) cpd00766[0]	(1) NAD[0] + (2) L-Ascorbate[0] <= (1) NADH[0] + (3) H+[0] + (2) Ascorbate radical[0]	<	<					14.8	1.05	cpd00003;cpd00004;cpd00059;cpd00067;cpd00766	OK	0	rxn27489;rxn32941;rxn32953			approved
rxn00072	R00097	NADH:cob(III)alamine oxidoreductase	(2) cpd00001[0] + (1) cpd00003[0] + (2) cpd00423[0] <=> (1) cpd00004[0] + (2) cpd00730[0]	-2:cpd00001:0:0:"H2O";-1:cpd00003:0:0:"NAD";-2:cpd00423:0:0:"Vitamin B12r";-1:cpd00067:0:0:"H+";1:cpd00004:0:0:"NADH";2:cpd00730:0:0:"Aquacobalamin"	0	(2) cpd00001[0] + (1) cpd00003[0] + (2) cpd00423[0] + (1) cpd00067[0] <= (1) cpd00004[0] + (2) cpd00730[0]	(2) H2O[0] + (1) NAD[0] + (2) Vitamin B12r[0] + (1) H+[0] <= (1) NADH[0] + (2) Aquacobalamin[0]	<	<					26.11	1.47	cpd00001;cpd00003;cpd00004;cpd00067;cpd00423;cpd00730	OK	0		HB		corrected
rxn00073	rxn00073	rxn00073	(1) cpd00003[0] + (2) cpd00423[0] <=> (1) cpd00004[0] + (2) cpd03424[0]	-1:cpd00003:0:0:"NAD";-2:cpd00423:0:0:"Vitamin B12r";1:cpd00004:0:0:"NADH";2:cpd03424:0:0:"Vitamin B12"	0	(1) cpd00003[0] + (2) cpd00423[0] <=> (1) cpd00004[0] + (2) cpd03424[0]	(1) NAD[0] + (2) Vitamin B12r[0] <=> (1) NADH[0] + (2) Vitamin B12[0]	=	=					1e+07	1e+07	cpd00003;cpd00004;cpd00423;cpd03424	MI:C:-2/H:-9/R:2|CI:5	0				not.assessed
rxn00074	R00099	cob(I)alamin:NAD+ oxidoreductase	(1) cpd00003[0] + (2) cpd00635[0] <=> (1) cpd00004[0] + (2) cpd00423[0]	-1:cpd00003:0:0:"NAD";-1:cpd00067:0:0:"H+";-2:cpd00635:0:0:"Cbl";1:cpd00004:0:0:"NADH";2:cpd00423:0:0:"Vitamin B12r"	0	(1) cpd00003[0] + (1) cpd00067[0] + (2) cpd00635[0] <= (1) cpd00004[0] + (2) cpd00423[0]	(1) NAD[0] + (1) H+[0] + (2) Cbl[0] <= (1) NADH[0] + (2) Vitamin B12r[0]	<	<					14.8	1.05	cpd00003;cpd00004;cpd00067;cpd00423;cpd00635	OK	0				approved
rxn00075	NADNm	NAD nucleosidase, mitochondrial	(1) cpd00001[0] + (1) cpd00003[0] <=> (1) cpd00133[0] + (1) cpd00251[0]	-1:cpd00001:0:0:"H2O";-1:cpd00003:0:0:"NAD";1:cpd00067:0:0:"H+";1:cpd00133:0:0:"Nicotinamide";1:cpd00251:0:0:"ADPribose"	0	(1) cpd00001[0] + (1) cpd00003[0] => (1) cpd00067[0] + (1) cpd00133[0] + (1) cpd00251[0]	(1) H2O[0] + (1) NAD[0] => (1) H+[0] + (1) Nicotinamide[0] + (1) ADPribose[0]	>	>					-3.67	1.02	cpd00001;cpd00003;cpd00067;cpd00133;cpd00251	OK	0	rxn14307;rxn20263			approved
rxn00076	R00103	NAD+ phosphohydrolase	(1) cpd00001[0] + (1) cpd00003[0] <=> (1) cpd00018[0] + (1) cpd00355[0]	-1:cpd00001:0:0:"H2O";-1:cpd00003:0:0:"NAD";1:cpd00018:0:0:"AMP";2:cpd00067:0:0:"H+";1:cpd00355:0:0:"Nicotinamide ribonucleotide"	0	(1) cpd00001[0] + (1) cpd00003[0] => (1) cpd00018[0] + (2) cpd00067[0] + (1) cpd00355[0]	(1) H2O[0] + (1) NAD[0] => (1) AMP[0] + (2) H+[0] + (1) Nicotinamide ribonucleotide[0]	>	>					-28.37	0.75	cpd00001;cpd00003;cpd00018;cpd00067;cpd00355	OK	0	rxn20269;rxn30410;rxn33290;rxn38181	HB		approved
rxn00077	R00104	ATP:NAD+ 2'-phosphotransferase	(1) cpd00002[0] + (1) cpd00003[0] <=> (1) cpd00006[0] + (1) cpd00008[0]	-1:cpd00002:0:0:"ATP";-1:cpd00003:0:0:"NAD";1:cpd00006:0:0:"NADP";1:cpd00008:0:0:"ADP";1:cpd00067:0:0:"H+"	0	(1) cpd00002[0] + (1) cpd00003[0] => (1) cpd00006[0] + (1) cpd00008[0] + (1) cpd00067[0]	(1) ATP[0] + (1) NAD[0] => (1) NADP[0] + (1) ADP[0] + (1) H+[0]	>	>					-14.03	0.24	cpd00002;cpd00003;cpd00006;cpd00008;cpd00067	OK	0	rxn28003;rxn30190;rxn38696	HB		approved
rxn00078	R00105	ATP:NADH 2'-phosphotransferase	(1) cpd00002[0] + (1) cpd00004[0] <=> (1) cpd00005[0] + (1) cpd00008[0]	-1:cpd00002:0:0:"ATP";-1:cpd00004:0:0:"NADH";1:cpd00005:0:0:"NADPH";1:cpd00008:0:0:"ADP";1:cpd00067:0:0:"H+"	0	(1) cpd00002[0] + (1) cpd00004[0] => (1) cpd00005[0] + (1) cpd00008[0] + (1) cpd00067[0]	(1) ATP[0] + (1) NADH[0] => (1) NADPH[0] + (1) ADP[0] + (1) H+[0]	>	>					-14.03	0.24	cpd00002;cpd00004;cpd00005;cpd00008;cpd00067	OK	0	rxn33597	HB		approved
rxn00079	R00106	NADPH:ferricytochrome oxidoreductase	(1) cpd00005[0] + (2) cpd00685[0] <=> (1) cpd00006[0] + (2) cpd00686[0]	-1:cpd00005:0:0:"NADPH";-2:cpd00685:0:0:"Ferricytochrome";1:cpd00006:0:0:"NADP";1:cpd00067:0:0:"H+";2:cpd00686:0:0:"Ferrocytochrome"	0	(1) cpd00005[0] + (2) cpd00685[0] => (1) cpd00006[0] + (1) cpd00067[0] + (2) cpd00686[0]	(1) NADPH[0] + (2) Ferricytochrome[0] => (1) NADP[0] + (1) H+[0] + (2) Ferrocytochrome[0]	>	>					1e+07	1e+07	cpd00005;cpd00006;cpd00067;cpd00685;cpd00686	OK	0				approved
rxn00080	R00107	cob(II)alamin:NADP+ oxidoreductase	(1) cpd00005[0] + (2) cpd00730[0] <=> (2) cpd00001[0] + (1) cpd00006[0] + (2) cpd00423[0]	-1:cpd00005:0:0:"NADPH";-2:cpd00730:0:0:"Aquacobalamin";2:cpd00001:0:0:"H2O";1:cpd00006:0:0:"NADP";2:cpd00423:0:0:"Vitamin B12r";1:cpd00067:0:0:"H+"	0	(1) cpd00005[0] + (2) cpd00730[0] => (2) cpd00001[0] + (1) cpd00006[0] + (2) cpd00423[0] + (1) cpd00067[0]	(1) NADPH[0] + (2) Aquacobalamin[0] => (2) H2O[0] + (1) NADP[0] + (2) Vitamin B12r[0] + (1) H+[0]	>	>					-26.11	1.47	cpd00001;cpd00005;cpd00006;cpd00067;cpd00423;cpd00730	OK	0		HB		corrected
rxn00081	rxn00081	rxn00081	(1) cpd00005[0] + (2) cpd03424[0] <=> (1) cpd00006[0] + (2) cpd00423[0]	-1:cpd00005:0:0:"NADPH";-2:cpd03424:0:0:"Vitamin B12";1:cpd00006:0:0:"NADP";2:cpd00423:0:0:"Vitamin B12r"	0	(1) cpd00005[0] + (2) cpd03424[0] <=> (1) cpd00006[0] + (2) cpd00423[0]	(1) NADPH[0] + (2) Vitamin B12[0] <=> (1) NADP[0] + (2) Vitamin B12r[0]	=	=					1e+07	1e+07	cpd00005;cpd00006;cpd00423;cpd03424	MI:C:2/H:9/R:-2|CI:-5	0				not.assessed
rxn00082	(nitric-oxide-forming)	N-(omega)-Hydroxyarginine,NADPH:oxygen oxidoreductase	(1) cpd00005[0] + (1) cpd00007[0] + (2) cpd03527[0] <=> (1) cpd00006[0] + (2) cpd00274[0] + (2) cpd00418[0]	-1:cpd00005:0:0:"NADPH";-2:cpd00007:0:0:"O2";-2:cpd03527:0:0:"N-(omega)-Hydroxyarginine";2:cpd00001:0:0:"H2O";1:cpd00006:0:0:"NADP";1:cpd00067:0:0:"H+";2:cpd00274:0:0:"Citrulline";2:cpd00418:0:0:"NO"	0	(1) cpd00005[0] + (2) cpd00007[0] + (2) cpd03527[0] => (2) cpd00001[0] + (1) cpd00006[0] + (1) cpd00067[0] + (2) cpd00274[0] + (2) cpd00418[0]	(1) NADPH[0] + (2) O2[0] + (2) N-(omega)-Hydroxyarginine[0] => (2) H2O[0] + (1) NADP[0] + (1) H+[0] + (2) Citrulline[0] + (2) NO[0]	>	=					1e+07	6.78991	cpd00005;cpd00006;cpd00007;cpd00067;cpd00274;cpd00418;cpd03527	CI:4	0		HB		corrected
rxn00083	R00112	NADPH:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd00005[0] <=> (1) cpd00004[0] + (1) cpd00006[0]	-1:cpd00003:0:0:"NAD";-1:cpd00005:0:0:"NADPH";1:cpd00004:0:0:"NADH";1:cpd00006:0:0:"NADP"	0	(1) cpd00003[0] + (1) cpd00005[0] <=> (1) cpd00004[0] + (1) cpd00006[0]	(1) NAD[0] + (1) NADPH[0] <=> (1) NADH[0] + (1) NADP[0]	=	=					0	2	cpd00003;cpd00004;cpd00005;cpd00006	OK	0	rxn27488;rxn32580			approved
rxn00084	R00113	NADPH:hydrogen-peroxide oxidoreductase	(1) cpd00005[0] + (1) cpd00025[0] <=> (2) cpd00001[0] + (1) cpd00006[0]	-1:cpd00005:0:0:"NADPH";-1:cpd00025:0:0:"H2O2";-1:cpd00067:0:0:"H+";2:cpd00001:0:0:"H2O";1:cpd00006:0:0:"NADP"	0	(1) cpd00005[0] + (1) cpd00025[0] + (1) cpd00067[0] => (2) cpd00001[0] + (1) cpd00006[0]	(1) NADPH[0] + (1) H2O2[0] + (1) H+[0] => (2) H2O[0] + (1) NADP[0]	>	>					-77.06	1.53	cpd00001;cpd00005;cpd00006;cpd00025;cpd00067	OK	0	rxn32993			approved
rxn00085	R00114	L-Glutamate:NADP+ oxidoreductase (transaminating)	(1) cpd00006[0] + (2) cpd00023[0] <=> (1) cpd00005[0] + (1) cpd00024[0] + (1) cpd00053[0]	-1:cpd00006:0:0:"NADP";-2:cpd00023:0:0:"L-Glutamate";1:cpd00005:0:0:"NADPH";1:cpd00024:0:0:"2-Oxoglutarate";1:cpd00053:0:0:"L-Glutamine";1:cpd00067:0:0:"H+"	0	(1) cpd00006[0] + (2) cpd00023[0] <= (1) cpd00005[0] + (1) cpd00024[0] + (1) cpd00053[0] + (1) cpd00067[0]	(1) NADP[0] + (2) L-Glutamate[0] <= (1) NADPH[0] + (1) 2-Oxoglutarate[0] + (1) L-Glutamine[0] + (1) H+[0]	<	=					13.41	1.25	cpd00005;cpd00006;cpd00023;cpd00024;cpd00053;cpd00067	OK	0	rxn27889			corrected
rxn00086	R00115	glutathione:NADP+ oxidoreductase	(1) cpd00006[0] + (2) cpd00042[0] <=> (1) cpd00005[0] + (1) cpd00111[0]	-1:cpd00006:0:0:"NADP";-2:cpd00042:0:0:"GSH";1:cpd00005:0:0:"NADPH";1:cpd00067:0:0:"H+";1:cpd00111:0:0:"Oxidized glutathione"	0	(1) cpd00006[0] + (2) cpd00042[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00111[0]	(1) NADP[0] + (2) GSH[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Oxidized glutathione[0]	=	=					2.92	2.04	cpd00005;cpd00006;cpd00042;cpd00067;cpd00111	OK	0	rxn19841;rxn19842;rxn32133			approved
