id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	direction	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	is_copy_of	gapseq.status
rxn00506	R00710	Acetaldehyde:NAD+ oxidoreductase	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00071[0] <=> (1) cpd00004[0] + (1) cpd00029[0]	-1:cpd00001:0:0:"H2O";-1:cpd00003:0:0:"NAD";-1:cpd00071:0:0:"Acetaldehyde";1:cpd00004:0:0:"NADH";1:cpd00029:0:0:"Acetate";2:cpd00067:0:0:"H+"	0	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00071[0] => (1) cpd00004[0] + (1) cpd00029[0] + (2) cpd00067[0]	(1) H2O[0] + (1) NAD[0] + (1) Acetaldehyde[0] => (1) NADH[0] + (1) Acetate[0] + (2) H+[0]	>	>					-11.99	1.36	cpd00001;cpd00003;cpd00004;cpd00029;cpd00067;cpd00071	OK	0	rxn19123;rxn31362			approved
rxn00507	R00711	Acetaldehyde:NADP+ oxidoreductase	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00071[0] <=> (1) cpd00005[0] + (1) cpd00029[0]	-1:cpd00001:0:0:"H2O";-1:cpd00006:0:0:"NADP";-1:cpd00071:0:0:"Acetaldehyde";1:cpd00005:0:0:"NADPH";1:cpd00029:0:0:"Acetate";2:cpd00067:0:0:"H+"	0	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00071[0] => (1) cpd00005[0] + (1) cpd00029[0] + (2) cpd00067[0]	(1) H2O[0] + (1) NADP[0] + (1) Acetaldehyde[0] => (1) NADPH[0] + (1) Acetate[0] + (2) H+[0]	>	>					-11.99	1.36	cpd00001;cpd00005;cpd00006;cpd00029;cpd00067;cpd00071	OK	0	rxn30086;rxn31363			approved
rxn00508	R00713	Succinate-semialdehyde:NAD+ oxidoreductase	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00199[0] <=> (1) cpd00004[0] + (1) cpd00036[0]	-1:cpd00001:0:0:"H2O";-1:cpd00003:0:0:"NAD";-1:cpd00199:0:0:"4-Oxobutanoate";1:cpd00004:0:0:"NADH";1:cpd00036:0:0:"Succinate";2:cpd00067:0:0:"H+"	0	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00199[0] => (1) cpd00004[0] + (1) cpd00036[0] + (2) cpd00067[0]	(1) H2O[0] + (1) NAD[0] + (1) 4-Oxobutanoate[0] => (1) NADH[0] + (1) Succinate[0] + (2) H+[0]	>	=					-9.8	1.18	cpd00001;cpd00003;cpd00004;cpd00036;cpd00067;cpd00199	OK	0	rxn27251;rxn31894			corrected
rxn00509	R00714	Succinate-semialdehyde:NADP+ oxidoreductase	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00199[0] <=> (1) cpd00005[0] + (1) cpd00036[0]	-1:cpd00001:0:0:"H2O";-1:cpd00006:0:0:"NADP";-1:cpd00199:0:0:"4-Oxobutanoate";1:cpd00005:0:0:"NADPH";1:cpd00036:0:0:"Succinate";2:cpd00067:0:0:"H+"	0	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00199[0] => (1) cpd00005[0] + (1) cpd00036[0] + (2) cpd00067[0]	(1) H2O[0] + (1) NADP[0] + (1) 4-Oxobutanoate[0] => (1) NADPH[0] + (1) Succinate[0] + (2) H+[0]	>	=					-9.8	1.18	cpd00001;cpd00005;cpd00006;cpd00036;cpd00067;cpd00199	OK	0	rxn29002;rxn32195			corrected
rxn00510	R00715	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00351[0] <=> (1) cpd00004[0] + (1) cpd00024[0] + (1) cpd00039[0]	-1:cpd00001:0:0:"H2O";-1:cpd00003:0:0:"NAD";-1:cpd00351:0:0:"Saccharopine";1:cpd00004:0:0:"NADH";1:cpd00024:0:0:"2-Oxoglutarate";1:cpd00039:0:0:"L-Lysine";1:cpd00067:0:0:"H+"	0	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00351[0] <=> (1) cpd00004[0] + (1) cpd00024[0] + (1) cpd00039[0] + (1) cpd00067[0]	(1) H2O[0] + (1) NAD[0] + (1) Saccharopine[0] <=> (1) NADH[0] + (1) 2-Oxoglutarate[0] + (1) L-Lysine[0] + (1) H+[0]	=	=					9.21	1.51	cpd00001;cpd00003;cpd00004;cpd00024;cpd00039;cpd00067;cpd00351	OK	0				approved
rxn00511	R00716	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NADP+ oxidoreductase (L-lysine-forming)	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00351[0] <=> (1) cpd00005[0] + (1) cpd00024[0] + (1) cpd00039[0]	-1:cpd00001:0:0:"H2O";-1:cpd00006:0:0:"NADP";-1:cpd00351:0:0:"Saccharopine";1:cpd00005:0:0:"NADPH";1:cpd00024:0:0:"2-Oxoglutarate";1:cpd00039:0:0:"L-Lysine";1:cpd00067:0:0:"H+"	0	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00351[0] <=> (1) cpd00005[0] + (1) cpd00024[0] + (1) cpd00039[0] + (1) cpd00067[0]	(1) H2O[0] + (1) NADP[0] + (1) Saccharopine[0] <=> (1) NADPH[0] + (1) 2-Oxoglutarate[0] + (1) L-Lysine[0] + (1) H+[0]	=	=					9.21	1.51	cpd00001;cpd00005;cpd00006;cpd00024;cpd00039;cpd00067;cpd00351	OK	0	rxn17246;rxn37893			approved
rxn00512	R00717	Glycolate:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd00139[0] <=> (1) cpd00004[0] + (1) cpd00040[0]	-1:cpd00003:0:0:"NAD";-1:cpd00139:0:0:"Glycolate";1:cpd00004:0:0:"NADH";1:cpd00040:0:0:"Glyoxalate";1:cpd00067:0:0:"H+"	0	(1) cpd00003[0] + (1) cpd00139[0] => (1) cpd00004[0] + (1) cpd00040[0] + (1) cpd00067[0]	(1) NAD[0] + (1) Glycolate[0] => (1) NADH[0] + (1) Glyoxalate[0] + (1) H+[0]	>	=					7.68	1.09	cpd00003;cpd00004;cpd00040;cpd00067;cpd00139	OK	0	rxn31400;rxn34300			corrected
rxn00513	R00719	ITP phosphohydrolase	(1) cpd00001[0] + (1) cpd00068[0] <=> (1) cpd00009[0] + (1) cpd00090[0]	-1:cpd00001:0:0:"H2O";-1:cpd00068:0:0:"ITP";1:cpd00009:0:0:"Phosphate";1:cpd00067:0:0:"H+";1:cpd00090:0:0:"IDP"	0	(1) cpd00001[0] + (1) cpd00068[0] => (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00090[0]	(1) H2O[0] + (1) ITP[0] => (1) Phosphate[0] + (1) H+[0] + (1) IDP[0]	>	>					-6.82	0.72	cpd00001;cpd00009;cpd00067;cpd00068;cpd00090	OK	0				approved
rxn00514	R00720	Inosine 5'-triphosphate pyrophosphohydrolase	(1) cpd00001[0] + (1) cpd00068[0] <=> (1) cpd00012[0] + (1) cpd00114[0]	-1:cpd00001:0:0:"H2O";-1:cpd00068:0:0:"ITP";1:cpd00012:0:0:"PPi";2:cpd00067:0:0:"H+";1:cpd00114:0:0:"IMP"	0	(1) cpd00001[0] + (1) cpd00068[0] => (1) cpd00012[0] + (2) cpd00067[0] + (1) cpd00114[0]	(1) H2O[0] + (1) ITP[0] => (1) PPi[0] + (2) H+[0] + (1) IMP[0]	>	>					-27.3	0.75	cpd00001;cpd00012;cpd00067;cpd00068;cpd00114	OK	0	rxn32143;rxn32148	HB		approved
rxn00515	R00722	ATP:IDP phosphotransferase	(1) cpd00002[0] + (1) cpd00090[0] <=> (1) cpd00008[0] + (1) cpd00068[0]	-1:cpd00002:0:0:"ATP";-1:cpd00090:0:0:"IDP";1:cpd00008:0:0:"ADP";1:cpd00068:0:0:"ITP"	0	(1) cpd00002[0] + (1) cpd00090[0] <=> (1) cpd00008[0] + (1) cpd00068[0]	(1) ATP[0] + (1) IDP[0] <=> (1) ADP[0] + (1) ITP[0]	=	=					0	2	cpd00002;cpd00008;cpd00068;cpd00090	OK	0	rxn33570;rxn33573			approved
rxn00516	R00723	Inosine 5'-tetraphosphate phosphohydrolase	(1) cpd00001[0] + (1) cpd02272[0] <=> (1) cpd00009[0] + (1) cpd00068[0]	-1:cpd00001:0:0:"H2O";-1:cpd02272:0:0:"Inosine 5'-tetraphosphate";1:cpd00009:0:0:"Phosphate";1:cpd00067:0:0:"H+";1:cpd00068:0:0:"ITP"	0	(1) cpd00001[0] + (1) cpd02272[0] => (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00068[0]	(1) H2O[0] + (1) Inosine 5'-tetraphosphate[0] => (1) Phosphate[0] + (1) H+[0] + (1) ITP[0]	>	>					-6.82	0.72	cpd00001;cpd00009;cpd00067;cpd00068;cpd02272	OK	0				approved
rxn00517	R00724	ITP:pyruvate 2-O-phosphotransferase	(1) cpd00020[0] + (1) cpd00068[0] <=> (1) cpd00061[0] + (1) cpd00090[0]	-1:cpd00020:0:0:"Pyruvate";-1:cpd00068:0:0:"ITP";1:cpd00061:0:0:"Phosphoenolpyruvate";1:cpd00067:0:0:"H+";1:cpd00090:0:0:"IDP"	0	(1) cpd00020[0] + (1) cpd00068[0] <= (1) cpd00061[0] + (1) cpd00067[0] + (1) cpd00090[0]	(1) Pyruvate[0] + (1) ITP[0] <= (1) Phosphoenolpyruvate[0] + (1) H+[0] + (1) IDP[0]	<	=					-4.92	0.65	cpd00020;cpd00061;cpd00067;cpd00068;cpd00090	OK	0		HB		corrected
rxn00518	R00725	ITP:D-glucose 6-phosphotransferase	(1) cpd00027[0] + (1) cpd00068[0] <=> (1) cpd00079[0] + (1) cpd00090[0]	-1:cpd00027:0:0:"D-Glucose";-1:cpd00068:0:0:"ITP";1:cpd00067:0:0:"H+";1:cpd00079:0:0:"D-glucose-6-phosphate";1:cpd00090:0:0:"IDP"	0	(1) cpd00027[0] + (1) cpd00068[0] => (1) cpd00067[0] + (1) cpd00079[0] + (1) cpd00090[0]	(1) D-Glucose[0] + (1) ITP[0] => (1) H+[0] + (1) D-glucose-6-phosphate[0] + (1) IDP[0]	>	>					-14.03	0.24	cpd00027;cpd00067;cpd00068;cpd00079;cpd00090	OK	0		HB		approved
rxn00519	R00726	ITP:oxaloacetate carboxy-lyase (adding ITP; phosphoenolpyruvate-forming)	(1) cpd00032[0] + (1) cpd00068[0] <=> (1) cpd00011[0] + (1) cpd00061[0] + (1) cpd00090[0]	-1:cpd00032:0:0:"Oxaloacetate";-1:cpd00068:0:0:"ITP";1:cpd00011:0:0:"CO2";1:cpd00061:0:0:"Phosphoenolpyruvate";1:cpd00090:0:0:"IDP"	0	(1) cpd00032[0] + (1) cpd00068[0] => (1) cpd00011[0] + (1) cpd00061[0] + (1) cpd00090[0]	(1) Oxaloacetate[0] + (1) ITP[0] => (1) CO2[0] + (1) Phosphoenolpyruvate[0] + (1) IDP[0]	>	>					-9.82	0.83	cpd00011;cpd00032;cpd00061;cpd00068;cpd00090	OK	0		HB		approved
rxn00520	R00727	Succinate:CoA ligase (IDP-forming)	(1) cpd00010[0] + (1) cpd00036[0] + (1) cpd00068[0] <=> (1) cpd00009[0] + (1) cpd00078[0] + (1) cpd00090[0]	-1:cpd00010:0:0:"CoA";-1:cpd00036:0:0:"Succinate";-1:cpd00068:0:0:"ITP";1:cpd00009:0:0:"Phosphate";1:cpd00078:0:0:"Succinyl-CoA";1:cpd00090:0:0:"IDP"	0	(1) cpd00010[0] + (1) cpd00036[0] + (1) cpd00068[0] => (1) cpd00009[0] + (1) cpd00078[0] + (1) cpd00090[0]	(1) CoA[0] + (1) Succinate[0] + (1) ITP[0] => (1) Phosphate[0] + (1) Succinyl-CoA[0] + (1) IDP[0]	>	=					-1.06	1.21	cpd00009;cpd00010;cpd00036;cpd00068;cpd00078;cpd00090	OK	0	rxn33785			corrected
rxn00521	R00728	L-tyrosine phenol-lyase (deaminating; pyruvate-forming)	(1) cpd00001[0] + (1) cpd00069[0] <=> (1) cpd00013[0] + (1) cpd00020[0] + (1) cpd00127[0]	-1:cpd00001:0:0:"H2O";-1:cpd00069:0:0:"L-Tyrosine";1:cpd00013:0:0:"NH3";1:cpd00020:0:0:"Pyruvate";1:cpd00127:0:0:"Phenol"	0	(1) cpd00001[0] + (1) cpd00069[0] => (1) cpd00013[0] + (1) cpd00020[0] + (1) cpd00127[0]	(1) H2O[0] + (1) L-Tyrosine[0] => (1) NH3[0] + (1) Pyruvate[0] + (1) Phenol[0]	>	>					5.66	0.87	cpd00001;cpd00013;cpd00020;cpd00069;cpd00127	OK	0				approved
rxn00522	R00729	L-Tyrosine:oxygen oxidoreductase (deaminating)	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00069[0] <=> (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd00868[0]	-1:cpd00001:0:0:"H2O";-1:cpd00007:0:0:"O2";-1:cpd00069:0:0:"L-Tyrosine";1:cpd00013:0:0:"NH3";1:cpd00025:0:0:"H2O2";1:cpd00868:0:0:"p-hydroxyphenylpyruvate"	0	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00069[0] => (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd00868[0]	(1) H2O[0] + (1) O2[0] + (1) L-Tyrosine[0] => (1) NH3[0] + (1) H2O2[0] + (1) p-hydroxyphenylpyruvate[0]	>	>					-23.02	1.06	cpd00001;cpd00007;cpd00013;cpd00025;cpd00069;cpd00868	OK	0	rxn38890			approved
rxn00523	R00730	L-tyrosine,NADPH:oxygen oxidoreductase (N-hydroxylating)	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00069[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd01927[0]	-1:cpd00005:0:0:"NADPH";-1:cpd00007:0:0:"O2";-1:cpd00069:0:0:"L-Tyrosine";1:cpd00001:0:0:"H2O";1:cpd00006:0:0:"NADP";1:cpd01927:0:0:"N-Hydroxy-L-tyrosine"	0	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00069[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd01927[0]	(1) NADPH[0] + (1) O2[0] + (1) L-Tyrosine[0] => (1) H2O[0] + (1) NADP[0] + (1) N-Hydroxy-L-tyrosine[0]	>	>					-90.63	1.38	cpd00001;cpd00005;cpd00006;cpd00007;cpd00069;cpd01927	OK	0	rxn27401;rxn29938;rxn33232			approved
rxn00524	R00731	L-Tyrosine:oxygen oxidoreductase	(1) cpd00007[0] + (1) cpd00069[0] <=> (1) cpd00001[0] + (1) cpd00291[0]	-1:cpd00007:0:0:"O2";-2:cpd00067:0:0:"H+";-1:cpd00069:0:0:"L-Tyrosine";1:cpd00001:0:0:"H2O";1:cpd00291:0:0:"L-Dopa"	0	(1) cpd00007[0] + (2) cpd00067[0] + (1) cpd00069[0] => (1) cpd00001[0] + (1) cpd00291[0]	(1) O2[0] + (2) H+[0] + (1) L-Tyrosine[0] => (1) H2O[0] + (1) L-Dopa[0]	>	>					-81.03	0.8	cpd00001;cpd00007;cpd00067;cpd00069;cpd00291	CI:-2	0				not.assessed
rxn00525	R00732	L-arogenate:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd00616[0] <=> (1) cpd00004[0] + (1) cpd00011[0] + (1) cpd00069[0]	-1:cpd00003:0:0:"NAD";-1:cpd00616:0:0:"Pretyrosine";1:cpd00004:0:0:"NADH";1:cpd00011:0:0:"CO2";1:cpd00069:0:0:"L-Tyrosine"	0	(1) cpd00003[0] + (1) cpd00616[0] => (1) cpd00004[0] + (1) cpd00011[0] + (1) cpd00069[0]	(1) NAD[0] + (1) Pretyrosine[0] => (1) NADH[0] + (1) CO2[0] + (1) L-Tyrosine[0]	>	>					-16.12	2.09	cpd00003;cpd00004;cpd00011;cpd00069;cpd00616	OK	0	rxn27772			approved
rxn00526	R00733	L-arogenate:NADP+ oxidoreductase	(1) cpd00006[0] + (1) cpd00616[0] <=> (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00069[0]	-1:cpd00006:0:0:"NADP";-1:cpd00616:0:0:"Pretyrosine";1:cpd00005:0:0:"NADPH";1:cpd00011:0:0:"CO2";1:cpd00069:0:0:"L-Tyrosine"	0	(1) cpd00006[0] + (1) cpd00616[0] => (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00069[0]	(1) NADP[0] + (1) Pretyrosine[0] => (1) NADPH[0] + (1) CO2[0] + (1) L-Tyrosine[0]	>	>					-16.12	2.09	cpd00005;cpd00006;cpd00011;cpd00069;cpd00616	OK	0	rxn24109			approved
rxn00527	R00734	L-tyrosine:2-oxoglutarate aminotransferase	(1) cpd00024[0] + (1) cpd00069[0] <=> (1) cpd00023[0] + (1) cpd00868[0]	-1:cpd00024:0:0:"2-Oxoglutarate";-1:cpd00069:0:0:"L-Tyrosine";1:cpd00023:0:0:"L-Glutamate";1:cpd00868:0:0:"p-hydroxyphenylpyruvate"	0	(1) cpd00024[0] + (1) cpd00069[0] <=> (1) cpd00023[0] + (1) cpd00868[0]	(1) 2-Oxoglutarate[0] + (1) L-Tyrosine[0] <=> (1) L-Glutamate[0] + (1) p-hydroxyphenylpyruvate[0]	=	=					0	2	cpd00023;cpd00024;cpd00069;cpd00868	OK	0	rxn27524;rxn30444;rxn30445;rxn37937			approved
rxn00528	R00735	L-Tyrosine:L-arginine ligase (AMP-forming)	(1) cpd00002[0] + (1) cpd00051[0] + (1) cpd00069[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd01917[0]	-1:cpd00002:0:0:"ATP";-1:cpd00051:0:0:"L-Arginine";-1:cpd00069:0:0:"L-Tyrosine";1:cpd00012:0:0:"PPi";1:cpd00018:0:0:"AMP";2:cpd00067:0:0:"H+";1:cpd01917:0:0:"Kyotorphin"	0	(1) cpd00002[0] + (1) cpd00051[0] + (1) cpd00069[0] => (1) cpd00012[0] + (1) cpd00018[0] + (2) cpd00067[0] + (1) cpd01917[0]	(1) ATP[0] + (1) L-Arginine[0] + (1) L-Tyrosine[0] => (1) PPi[0] + (1) AMP[0] + (2) H+[0] + (1) Kyotorphin[0]	>	>					-26.84	0.88	cpd00002;cpd00012;cpd00018;cpd00051;cpd00067;cpd00069;cpd01917	OK	0		HB		approved
rxn00529	R00736	L-tyrosine carboxy-lyase (tyramine-forming)	(1) cpd00069[0] <=> (1) cpd00011[0] + (1) cpd00374[0]	-1:cpd00067:0:0:"H+";-1:cpd00069:0:0:"L-Tyrosine";1:cpd00011:0:0:"CO2";1:cpd00374:0:0:"Tyramine"	0	(1) cpd00067[0] + (1) cpd00069[0] => (1) cpd00011[0] + (1) cpd00374[0]	(1) H+[0] + (1) L-Tyrosine[0] => (1) CO2[0] + (1) Tyramine[0]	>	>					-3.09	0.54	cpd00011;cpd00067;cpd00069;cpd00374	OK	0	rxn31401			approved
rxn00530	R00737	L-tyrosine ammonia-lyase (trans-p-hydroxycinnamate-forming)	(1) cpd00069[0] <=> (1) cpd00013[0] + (1) cpd00604[0]	-1:cpd00069:0:0:"L-Tyrosine";1:cpd00013:0:0:"NH3";1:cpd00604:0:0:"4-Coumarate"	0	(1) cpd00069[0] => (1) cpd00013[0] + (1) cpd00604[0]	(1) L-Tyrosine[0] => (1) NH3[0] + (1) 4-Coumarate[0]	>	>					-0.19	0.89	cpd00013;cpd00069;cpd00604	OK	0				approved
rxn00531	R00739	L-Tyrosine 2,3-aminomutase	(1) cpd00069[0] <=> (1) cpd02674[0]	-1:cpd00069:0:0:"L-Tyrosine";1:cpd02674:0:0:"beta-Tyrosine"	0	(1) cpd00069[0] <=> (1) cpd02674[0]	(1) L-Tyrosine[0] <=> (1) beta-Tyrosine[0]	=	=					0	2	cpd00069;cpd02674	OK	0				approved
rxn00532	R00740	3-oxopropanoate:NADP+ oxidoreductase (CoA-malonylating)	(1) cpd00006[0] + (1) cpd00010[0] + (1) cpd00191[0] <=> (1) cpd00005[0] + (1) cpd00070[0]	-1:cpd00006:0:0:"NADP";-1:cpd00010:0:0:"CoA";-1:cpd00191:0:0:"3-Oxopropanoate";1:cpd00005:0:0:"NADPH";1:cpd00067:0:0:"H+";1:cpd00070:0:0:"Malonyl-CoA"	0	(1) cpd00006[0] + (1) cpd00010[0] + (1) cpd00191[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00070[0]	(1) NADP[0] + (1) CoA[0] + (1) 3-Oxopropanoate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Malonyl-CoA[0]	=	=					-4.05	1.52	cpd00005;cpd00006;cpd00010;cpd00067;cpd00070;cpd00191	OK	0				approved
rxn00533	R00742	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)	(1) cpd00002[0] + (1) cpd00022[0] + (1) cpd00242[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00070[0]	-1:cpd00002:0:0:"ATP";-1:cpd00022:0:0:"Acetyl-CoA";-1:cpd00242:0:0:"H2CO3";1:cpd00008:0:0:"ADP";1:cpd00009:0:0:"Phosphate";1:cpd00067:0:0:"H+";1:cpd00070:0:0:"Malonyl-CoA"	0	(1) cpd00002[0] + (1) cpd00022[0] + (1) cpd00242[0] => (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00070[0]	(1) ATP[0] + (1) Acetyl-CoA[0] + (1) H2CO3[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Malonyl-CoA[0]	>	=					-1.07	0.74	cpd00002;cpd00008;cpd00009;cpd00022;cpd00067;cpd00070;cpd00242	OK	0	rxn27668;rxn30331;rxn38011			corrected
rxn00534	R00743	Acetyl-CoA:malonate CoA-transferase	(1) cpd00022[0] + (1) cpd00308[0] <=> (1) cpd00029[0] + (1) cpd00070[0]	-1:cpd00022:0:0:"Acetyl-CoA";-1:cpd00308:0:0:"Malonate";1:cpd00029:0:0:"Acetate";1:cpd00070:0:0:"Malonyl-CoA"	0	(1) cpd00022[0] + (1) cpd00308[0] <=> (1) cpd00029[0] + (1) cpd00070[0]	(1) Acetyl-CoA[0] + (1) Malonate[0] <=> (1) Acetate[0] + (1) Malonyl-CoA[0]	=	=					-1.54	0.52	cpd00022;cpd00029;cpd00070;cpd00308	OK	0				approved
rxn00535	rxn00535	rxn00535	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd03564[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00070[0]	-1:cpd00005:0:0:"NADPH";-1:cpd00007:0:0:"O2";-1:cpd03564:0:0:"3-Oxopropionyl-CoA";1:cpd00001:0:0:"H2O";1:cpd00006:0:0:"NADP";1:cpd00067:0:0:"H+";1:cpd00070:0:0:"Malonyl-CoA"	0	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd03564[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00067[0] + (1) cpd00070[0]	(1) NADPH[0] + (1) O2[0] + (1) 3-Oxopropionyl-CoA[0] <=> (1) H2O[0] + (1) NADP[0] + (1) H+[0] + (1) Malonyl-CoA[0]	>	=					-118.577	1.27799	cpd00001;cpd00005;cpd00006;cpd00007;cpd00067;cpd00070;cpd03564	OK	0		HB		approved
rxn00536	R00746	Ethanol:NADP+ oxidoreductase	(1) cpd00006[0] + (1) cpd00363[0] <=> (1) cpd00005[0] + (1) cpd00071[0]	-1:cpd00006:0:0:"NADP";-1:cpd00363:0:0:"Ethanol";1:cpd00005:0:0:"NADPH";1:cpd00067:0:0:"H+";1:cpd00071:0:0:"Acetaldehyde"	0	(1) cpd00006[0] + (1) cpd00363[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00071[0]	(1) NADP[0] + (1) Ethanol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Acetaldehyde[0]	=	=					5.78	1.26	cpd00005;cpd00006;cpd00067;cpd00071;cpd00363	OK	0	rxn34194			approved
rxn00537	R00747	2-Phosphonoacetaldehyde phosphonohydrolase	(1) cpd00001[0] + (1) cpd02024[0] <=> (1) cpd00009[0] + (1) cpd00071[0]	-1:cpd00001:0:0:"H2O";-1:cpd02024:0:0:"Phosphonoacetaldehyde";1:cpd00009:0:0:"Phosphate";1:cpd00067:0:0:"H+";1:cpd00071:0:0:"Acetaldehyde"	0	(1) cpd00001[0] + (1) cpd02024[0] => (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00071[0]	(1) H2O[0] + (1) Phosphonoacetaldehyde[0] => (1) Phosphate[0] + (1) H+[0] + (1) Acetaldehyde[0]	>	>					-14.44	0.99	cpd00001;cpd00009;cpd00067;cpd00071;cpd02024	OK	0		HB		approved
rxn00538	R00748	ethanolamine-phosphate phosphate-lyase (deaminating; acetaldehyde-forming)	(1) cpd00001[0] + (1) cpd00285[0] <=> (1) cpd00009[0] + (1) cpd00013[0] + (1) cpd00071[0]	-1:cpd00001:0:0:"H2O";-1:cpd00285:0:0:"Phosphoethanolamine";1:cpd00009:0:0:"Phosphate";1:cpd00013:0:0:"NH3";1:cpd00071:0:0:"Acetaldehyde"	0	(1) cpd00001[0] + (1) cpd00285[0] => (1) cpd00009[0] + (1) cpd00013[0] + (1) cpd00071[0]	(1) H2O[0] + (1) Phosphoethanolamine[0] => (1) Phosphate[0] + (1) NH3[0] + (1) Acetaldehyde[0]	>	>					-0.65	1.05	cpd00001;cpd00009;cpd00013;cpd00071;cpd00285	OK	0		HB		approved
rxn00539	R00749	ethanolamine ammonia-lyase (acetaldehyde-forming)	(1) cpd00162[0] <=> (1) cpd00013[0] + (1) cpd00071[0]	-1:cpd00162:0:0:"Aminoethanol";1:cpd00013:0:0:"NH3";1:cpd00071:0:0:"Acetaldehyde"	0	(1) cpd00162[0] => (1) cpd00013[0] + (1) cpd00071[0]	(1) Aminoethanol[0] => (1) NH3[0] + (1) Acetaldehyde[0]	>	>					-7.86	0.76	cpd00013;cpd00071;cpd00162	OK	0				approved
rxn00540	R00750	4-hydroxy-2-oxopentanoate pyruvate-lyase (acetaldehyde-forming)	(1) cpd00020[0] + (1) cpd00071[0] <=> (1) cpd02258[0]	-1:cpd00020:0:0:"Pyruvate";-1:cpd00071:0:0:"Acetaldehyde";1:cpd02258:0:0:"4-Hydroxy-2-oxovalerate"	0	(1) cpd00020[0] + (1) cpd00071[0] <=> (1) cpd02258[0]	(1) Pyruvate[0] + (1) Acetaldehyde[0] <=> (1) 4-Hydroxy-2-oxovalerate[0]	=	=					-1.4	0.54	cpd00020;cpd00071;cpd02258	OK	0				approved
rxn00541	R00751	L-threonine acetaldehyde-lyase (glycine-forming)	(1) cpd00161[0] <=> (1) cpd00033[0] + (1) cpd00071[0]	-1:cpd00161:0:0:"L-Threonine";1:cpd00033:0:0:"Glycine";1:cpd00071:0:0:"Acetaldehyde"	0	(1) cpd00161[0] => (1) cpd00033[0] + (1) cpd00071[0]	(1) L-Threonine[0] => (1) Glycine[0] + (1) Acetaldehyde[0]	>	=					3.21	0.62	cpd00033;cpd00071;cpd00161	OK	0	rxn32996;rxn32998;rxn35214			corrected
rxn00542	R00753	(S)-lactate acetaldehyde-lyase (formate-forming)	(1) cpd00159[0] <=> (1) cpd00047[0] + (1) cpd00071[0]	-1:cpd00159:0:0:"L-Lactate";1:cpd00047:0:0:"Formate";1:cpd00071:0:0:"Acetaldehyde"	0	(1) cpd00159[0] <=> (1) cpd00047[0] + (1) cpd00071[0]	(1) L-Lactate[0] <=> (1) Formate[0] + (1) Acetaldehyde[0]	=	=					5.87	0.75	cpd00047;cpd00071;cpd00159	OK	0				removed
