MNX_ID	seed	other
MNXR110864	rxn04953	R07165
MNXR110867	rxn04955	R07169
MNXR110868	rxn04956	R07170
MNXR110870	rxn04960	R07175
MNXR110871	rxn04961	R07177
MNXR110872	rxn12013	R07180
MNXR110874	rxn04964	R07183
MNXR110875	rxn04965	R07184
MNXR110876	rxn04966	R07185
MNXR110877	rxn04967	R07186
MNXR110878	rxn04968	R07187
MNXR110879	rxn04969	R07188
MNXR110881	rxn04972	R07191
MNXR110882	rxn07202	R07192
MNXR110883	rxn07203	R07193
MNXR110884	rxn04973	R07194
MNXR110885	rxn04974	R07195
MNXR110886	rxn04975	R07196
MNXR110887	rxn04976	R07197
MNXR110888	rxn04977	R07198
MNXR110889	rxn04980	R07201
MNXR110891	rxn04982	R07203
MNXR110892	rxn04983	R07204
MNXR110893	rxn04984	R07205
MNXR110894	rxn04985	R07206
MNXR110895	rxn04986	R07207
MNXR110896	rxn04987	R07208
MNXR110898	rxn07204	R07210
MNXR110899	rxn04989	R07211
MNXR110900	rxn04990	R07212
MNXR110901	rxn04991	R07213
MNXR110902	rxn04992	R07214
MNXR110904	rxn04994	R07216
MNXR110905	rxn04995	R07217
MNXR110907	rxn04997	R07220
MNXR110908	rxn04998	R07221
MNXR110911	rxn05000	R07224
MNXR110912	rxn05001	R07225
MNXR110913	rxn07207	R07226
MNXR110913	rxn11676	R07226
MNXR110914	rxn07208	R07227
MNXR110914	rxn11677	R07227
MNXR110915	rxn07209	R07228
MNXR110915	rxn11678	R07228
MNXR110919	rxn07213	R07233
MNXR110920	rxn07214	R07234
MNXR110921	rxn05003	R07235
MNXR110922	rxn05005	R07237
MNXR110923	rxn05006	R07238
MNXR110924	rxn07215	R07239
MNXR110925	rxn05007	R07240
MNXR110926	rxn05008	R07241
MNXR110927	rxn05009	R07242
MNXR110928	rxn05010	R07243
MNXR110929	rxn05011	R07244
MNXR110930	rxn05012	R07245
MNXR110931	rxn05014	R07247
MNXR110932	rxn05015	R07248
MNXR110933	rxn07216	R07249
MNXR110934	rxn05016	R07250
MNXR110936	rxn05018	R07252
MNXR110937	rxn07218	R07253
MNXR110938	rxn07220	R07255
MNXR110939	rxn07221	R07256
MNXR110941	rxn07222	R07258
MNXR110942	rxn07223	R07259
MNXR110945	rxn05023	R07262
MNXR110946	rxn05024	R07263
MNXR110947	rxn05025	R07264
MNXR110949	rxn05027	R07266
MNXR110950	rxn05028	R07267
MNXR110952	rxn05030	R07269
MNXR110953	rxn05031	R07270
MNXR110954	rxn05032	R07271
MNXR110955	rxn05033	R07272
MNXR110956	rxn05034	R07273
MNXR110957	rxn05035	R07274
MNXR110959	rxn05036	R07276
MNXR110960	rxn05037	R07277
MNXR110961	rxn11679	R07278
MNXR110962	rxn05038	R07279
MNXR110965	rxn05042	R07287
MNXR110967	rxn05043	R07289
MNXR110969	rxn05047	R07294
MNXR110971	rxn05049	R07296
MNXR110972	rxn05050	R07297
MNXR110974	rxn05052	R07300
MNXR110975	rxn05053	R07301
MNXR110976	rxn05055	R07303
MNXR110977	rxn05057	R07305
MNXR110978	rxn05058	R07306
MNXR110979	rxn05059	R07307
MNXR110980	rxn07231	R07308
MNXR110981	rxn07232	R07309
MNXR110982	rxn07233	R07310
MNXR110983	rxn05060	R07311
MNXR110984	rxn05061	R07312
MNXR110985	rxn05062	R07313
MNXR110986	rxn07234	R07314
MNXR110987	rxn05065	R07317
MNXR110988	rxn05066	R07318
MNXR110989	rxn05067	R07319
MNXR110989	rxn11291	R07319
MNXR110990	rxn05068	R07320
MNXR110991	rxn05069	R07321
MNXR110992	rxn07235	R07325
MNXR110993	rxn07236	R07326
MNXR110994	rxn07238	R07328
MNXR110996	rxn05076	R07332
MNXR110997	rxn05077	R07333
MNXR110998	rxn07239	R07334
MNXR110999	rxn07240	R07335
MNXR111000	rxn07241	R07336
MNXR111001	rxn05078	R07337
MNXR111002	rxn05079	R07338
MNXR111003	rxn05080	R07339
MNXR111004	rxn05081	R07340
MNXR111005	rxn07242	R07341
MNXR111005	rxn14234	R07341
MNXR111006	rxn07243	R07343
MNXR111008	rxn05084	R07345
MNXR111009	rxn05085	R07346
MNXR111012	rxn07246	R07349
MNXR111013	rxn07247	R07350
MNXR111016	rxn11680	R07353
MNXR111023	rxn05090	R07362
MNXR111025	rxn05094	R07366
MNXR111026	rxn05095	R07367
MNXR111027	rxn05096	R07368
MNXR111028	rxn05097	R07369
MNXR111029	rxn05098	R07370
MNXR111030	rxn05099	R07371
MNXR111032	rxn05101	R07373
MNXR111034	rxn05102	R07375
MNXR111035	rxn07254	R07376
MNXR111036	rxn07256	R07379
MNXR111037	rxn07257	R07380
MNXR111038	rxn07258	R07381
MNXR111039	rxn07259	R07382
MNXR111040	rxn07260	R07383
MNXR111041	rxn07261	R07384
MNXR111042	rxn07262	R07385
MNXR111043	rxn07263	R07386
MNXR111044	rxn07264	R07387
MNXR111045	rxn07265	R07388
MNXR111046	rxn07267	R07390
MNXR111047	rxn07269	R07398
MNXR111048	rxn05109	R07399
MNXR111049	rxn05110	R07400
MNXR111050	rxn05111	R07401
MNXR111051	rxn05112	R07402
MNXR111052	rxn05113	R07403
MNXR111053	rxn05114	R07404
MNXR111054	rxn05116	R07406
MNXR111055	rxn07270	R07409
MNXR111056	rxn05122	R07413
MNXR111057	rxn05123	R07414
MNXR111058	rxn05124	R07415
MNXR111059	rxn05125	R07416
MNXR111060	rxn05126	R07417
MNXR111061	rxn05129	R07420
MNXR111062	rxn05130	R07421
MNXR111063	rxn05131	R07422
MNXR111064	rxn05132	R07423
MNXR111065	rxn05135	R07426
MNXR111066	rxn07271	R07427
MNXR111067	rxn07272	R07428
MNXR111068	rxn07273	R07429
MNXR111069	rxn07274	R07430
MNXR111071	rxn05136	R07432
MNXR111072	rxn05137	R07433
MNXR111073	rxn05139	R07436
MNXR111075	rxn02554	R07440
MNXR111076	rxn05142	R07441
MNXR111077	rxn05143	R07442
MNXR111078	rxn07276	R07443
MNXR111079	rxn07277	R07444
MNXR111080	rxn07278	R07445
MNXR111081	rxn07279	R07446
MNXR111082	rxn07280	R07447
MNXR111083	rxn07281	R07448
MNXR111084	rxn07282	R07449
MNXR111087	rxn07285	R07452
MNXR111088	rxn07286	R07453
MNXR111089	rxn07287	R07454
MNXR111097	rxn07298	R07466
MNXR111099	rxn07300	R07468
MNXR111100	rxn07301	R07469
MNXR111102	rxn07303	R07471
MNXR111103	rxn07304	R07472
MNXR111104	rxn07305	R07473
MNXR111106	rxn07307	R07476
MNXR111107	rxn07309	R07478
MNXR111108	rxn07310	R07479
MNXR111111	rxn07313	R07482
MNXR111112	rxn07315	R07484
MNXR111113	rxn07316	R07485
MNXR111115	rxn07317	R07487
MNXR111115	rxn07318	R07487
MNXR111116	rxn07319	R07488
MNXR111118	rxn07321	R07490
MNXR111120	rxn07323	R07492
MNXR111121	rxn07324	R07493
MNXR111121	rxn07324	R11096
MNXR111122	rxn07325	R07494
MNXR111123	rxn14019	R07495
MNXR111124	rxn07327	R07496
MNXR111125	rxn11681	R07499
MNXR111127	rxn12919	R07506
MNXR111128	rxn11682	R07507
MNXR111129	rxn07339	R07508
MNXR111130	rxn11683	R07509
MNXR111133	rxn07343	R07512
MNXR111134	rxn07344	R07513
MNXR111136	rxn07346	R07515
MNXR111137	rxn07347	R07516
MNXR111138	rxn07348	R07517
MNXR111140	rxn07350	R07519
MNXR111142	rxn07352	R07521
MNXR111143	rxn07353	R07522
MNXR111145	rxn07355	R07524
MNXR111148	rxn07358	R07527
MNXR111149	rxn07359	R07528
MNXR111150	rxn07360	R07529
MNXR111153	rxn07363	R07532
MNXR111156	rxn07366	R07535
MNXR111157	rxn07367	R07536
MNXR111160	rxn07370	R07539
MNXR111162	rxn07372	R07541
MNXR111164	rxn07374	R07543
MNXR111165	rxn07375	R07544
MNXR111166	rxn07376	R07545
MNXR111167	rxn07377	R07546
MNXR111168	rxn07378	R07547
MNXR111169	rxn07379	R07548
MNXR111170	rxn07380	R07549
MNXR111171	rxn07381	R07550
MNXR111172	rxn07382	R07551
MNXR111173	rxn07383	R07552
MNXR111174	rxn07384	R07553
MNXR111175	rxn07385	R07554
MNXR111176	rxn07386	R07555
MNXR111177	rxn07387	R07556
MNXR111178	rxn07388	R07557
MNXR111181	rxn07391	R07560
MNXR111184	rxn07394	R07563
MNXR111186	rxn07395	R07565
MNXR111188	rxn07397	R07567
MNXR111192	rxn07402	R07571
MNXR111194	rxn07404	R07573
MNXR111195	rxn07405	R07574
MNXR111197	rxn07407	R07576
MNXR111198	rxn07408	R07577
MNXR111199	rxn07409	R07578
MNXR111200	rxn07410	R07579
MNXR111201	rxn07411	R07580
MNXR111202	rxn07412	R07581
MNXR111203	rxn07413	R07582
MNXR111204	rxn07414	R07583
MNXR111205	rxn07415	R07584
MNXR111206	rxn07428	R07597
MNXR111207	rxn07429	R07598
MNXR111211	rxn07438	R07607
MNXR111228	rxn07443	R07626
MNXR111228	rxn13950	R07626
MNXR111229	rxn07444	R07627
MNXR111231	rxn07445	R07629
MNXR111232	rxn07446	R07630
MNXR111233	rxn07447	R07631
MNXR111235	rxn07449	R07633
MNXR111236	rxn07450	R07634
MNXR111237	rxn07451	R07635
MNXR111238	rxn07452	R07636
MNXR111239	rxn07454	R07638
MNXR111240	rxn07455	R07639
MNXR111240	rxn09280	R07639
MNXR111242	rxn07457	R07642
MNXR111243	rxn07458	R07643
MNXR111245	rxn07461	R07646
MNXR111246	rxn07462	R07647
MNXR111247	rxn07463	R07648
MNXR111248	rxn07464	R07649
MNXR111249	rxn07465	R07650
MNXR111253	rxn07470	R07655
MNXR111254	rxn07471	R07656
MNXR111257	rxn07477	R07662
MNXR111259	rxn07479	R07664
MNXR111260	rxn07480	R07665
MNXR111261	rxn07481	R07666
MNXR111262	rxn07482	R07667
MNXR111264	rxn07484	R07669
MNXR111265	rxn07485	R07670
MNXR111266	rxn07486	R07671
MNXR111267	rxn07487	R07672
MNXR111268	rxn07488	R07673
MNXR111269	rxn07489	R07674
MNXR111270	rxn07490	R07675
MNXR111271	rxn07491	R07676
MNXR111272	rxn07493	R07678
MNXR111274	rxn07495	R07680
MNXR111275	rxn07496	R07682
MNXR111276	rxn07497	R07683
MNXR111277	rxn07498	R07684
MNXR111278	rxn07499	R07685
MNXR111280	rxn11686	R07687
MNXR111281	rxn07502	R07688
MNXR111282	rxn07503	R07689
MNXR111283	rxn07504	R07690
MNXR111284	rxn07505	R07691
MNXR111285	rxn07506	R07692
MNXR111286	rxn07507	R07693
MNXR111287	rxn07508	R07694
MNXR111288	rxn07509	R07695
MNXR111289	rxn07510	R07696
MNXR111291	rxn07512	R07698
MNXR111292	rxn07513	R07699
MNXR111293	rxn07514	R07700
MNXR111294	rxn07515	R07701
MNXR111295	rxn07516	R07702
MNXR111296	rxn07517	R07703
MNXR111297	rxn07518	R07704
MNXR111298	rxn07519	R07705
MNXR111300	rxn07521	R07707
MNXR111301	rxn07522	R07708
MNXR111302	rxn07523	R07709
MNXR111303	rxn07524	R07710
MNXR111304	rxn07525	R07711
MNXR111305	rxn07526	R07712
MNXR111307	rxn07528	R07714
MNXR111308	rxn07529	R07715
MNXR111309	rxn07530	R07716
MNXR111310	rxn07531	R07717
MNXR111311	rxn07532	R07718
MNXR111312	rxn07533	R07719
MNXR111313	rxn07534	R07720
MNXR111314	rxn07535	R07721
MNXR111315	rxn14192	R07722
MNXR111316	rxn07537	R07723
MNXR111317	rxn07538	R07724
MNXR111318	rxn07539	R07725
MNXR111319	rxn07540	R07726
MNXR111320	rxn07541	R07727
MNXR111321	rxn07542	R07728
MNXR111322	rxn07543	R07729
MNXR111323	rxn07544	R07730
MNXR111324	rxn07545	R07731
MNXR111325	rxn07546	R07732
MNXR111326	rxn07547	R07733
MNXR111327	rxn07548	R07734
MNXR111328	rxn07549	R07735
MNXR111329	rxn07550	R07736
MNXR111331	rxn07552	R07738
MNXR111333	rxn07554	R07740
MNXR111334	rxn07555	R07741
MNXR111335	rxn07556	R07742
MNXR111336	rxn07557	R07743
MNXR111337	rxn07558	R07744
MNXR111341	rxn07562	R07748
MNXR111342	rxn07563	R07749
MNXR111345	rxn07566	R07752
MNXR111346	rxn07567	R07753
MNXR111347	rxn07568	R07754
MNXR111348	rxn07569	R07755
MNXR111349	rxn07570	R07756
MNXR111350	rxn07571	R07757
MNXR111351	rxn07576	R07762
MNXR111353	rxn07579	R07765
MNXR111354	rxn07580	R07766
MNXR111357	rxn07583	R07769
MNXR111358	rxn07585	R07771
MNXR111361	rxn07590	R07776
MNXR111362	rxn07591	R07777
MNXR111363	rxn07592	R07778
MNXR111364	rxn07593	R07779
MNXR111365	rxn07594	R07780
MNXR111366	rxn07595	R07781
MNXR111367	rxn07596	R07782
MNXR111368	rxn07597	R07783
MNXR111369	rxn07598	R07784
MNXR111370	rxn07599	R07785
MNXR111378	rxn07600	R07793
MNXR111379	rxn07601	R07794
MNXR111380	rxn07602	R07795
MNXR111381	rxn07603	R07796
MNXR111382	rxn07604	R07797
MNXR111383	rxn07605	R07798
MNXR111385	rxn07607	R07800
MNXR111386	rxn07608	R07801
MNXR111387	rxn07609	R07802
MNXR111388	rxn07610	R07803
MNXR111389	rxn07611	R07804
MNXR111411	rxn07617	R07826
MNXR111412	rxn07618	R07827
MNXR111413	rxn07619	R07828
MNXR111414	rxn07620	R07829
MNXR111415	rxn07621	R07830
MNXR111416	rxn07622	R07831
MNXR111417	rxn07623	R07832
MNXR111418	rxn07624	R07833
MNXR111419	rxn07625	R07834
MNXR111420	rxn07626	R07835
MNXR111420	rxn11689	R07835
MNXR111421	rxn07627	R07836
MNXR111422	rxn07628	R07837
MNXR111423	rxn07629	R07838
MNXR111425	rxn07632	R07841
MNXR111426	rxn07633	R07842
MNXR111427	rxn07634	R07843
MNXR111428	rxn07635	R07844
MNXR111429	rxn07636	R07845
MNXR111430	rxn07637	R07846
MNXR111431	rxn07638	R07847
MNXR111432	rxn07639	R07848
MNXR111433	rxn07640	R07849
MNXR111436	rxn07643	R07852
MNXR111437	rxn07644	R07854
MNXR111438	rxn07645	R07855
MNXR111439	rxn07646	R07856
MNXR111440	rxn07647	R07857
MNXR111441	rxn07648	R07858
MNXR111442	rxn07649	R07859
MNXR111443	rxn07650	R07860
MNXR111445	rxn07652	R07862
MNXR111446	rxn07653	R07863
MNXR111447	rxn07654	R07864
MNXR111448	rxn07655	R07865
MNXR111449	rxn07656	R07866
MNXR111450	rxn07657	R07867
MNXR111451	rxn07658	R07868
MNXR111452	rxn07659	R07869
MNXR111453	rxn07660	R07870
MNXR111454	rxn07661	R07871
MNXR111455	rxn07662	R07872
MNXR111456	rxn07663	R07873
MNXR111457	rxn07664	R07874
MNXR111458	rxn07665	R07875
MNXR111459	rxn07666	R07876
MNXR111460	rxn07667	R07877
MNXR111461	rxn07668	R07878
MNXR111462	rxn07669	R07879
MNXR111463	rxn07670	R07880
MNXR111464	rxn07671	R07881
MNXR111465	rxn07672	R07882
MNXR111466	rxn07673	R07883
MNXR111467	rxn07674	R07884
MNXR111468	rxn07675	R07885
MNXR111469	rxn07676	R07886
MNXR111470	rxn07677	R07887
MNXR111471	rxn07678	R07888
MNXR111472	rxn07679	R07889
MNXR111473	rxn07680	R07890
MNXR111474	rxn07681	R07891
MNXR111475	rxn07682	R07892
MNXR111476	rxn07683	R07893
MNXR111477	rxn07684	R07894
MNXR111478	rxn07685	R07895
MNXR111479	rxn07686	R07896
MNXR111480	rxn07687	R07897
MNXR111481	rxn07688	R07898
MNXR111482	rxn07689	R07899
MNXR111483	rxn07690	R07900
MNXR111484	rxn07691	R07901
MNXR111485	rxn07692	R07902
MNXR111486	rxn07693	R07903
MNXR111487	rxn07694	R07904
MNXR111488	rxn07695	R07905
MNXR111489	rxn07696	R07906
MNXR111490	rxn07697	R07907
MNXR111491	rxn07698	R07908
MNXR111492	rxn07699	R07909
MNXR111493	rxn07700	R07910
MNXR111494	rxn07701	R07911
MNXR111495	rxn07702	R07912
MNXR111496	rxn07703	R07913
MNXR111497	rxn07704	R07914
MNXR111498	rxn07705	R07915
MNXR111500	rxn07707	R07917
MNXR111501	rxn07708	R07918
MNXR111502	rxn07709	R07919
MNXR111503	rxn07710	R07920
MNXR111504	rxn07711	R07921
MNXR111505	rxn07712	R07922
MNXR111506	rxn07713	R07923
MNXR111507	rxn07714	R07924
MNXR111508	rxn07715	R07925
MNXR111509	rxn07716	R07926
MNXR111510	rxn07717	R07927
MNXR111511	rxn07718	R07928
MNXR111512	rxn07719	R07929
MNXR111513	rxn07720	R07930
MNXR111514	rxn07721	R07931
MNXR111515	rxn07722	R07932
MNXR111517	rxn07724	R07934
MNXR111518	rxn07725	R07935
MNXR111519	rxn07726	R07936
MNXR111520	rxn07727	R07937
MNXR111521	rxn07728	R07938
MNXR111522	rxn07729	R07939
MNXR111523	rxn07730	R07940
MNXR111524	rxn07731	R07941
MNXR111527	rxn07734	R07944
MNXR111528	rxn07735	R07945
MNXR111530	rxn07737	R07947
MNXR111531	rxn12015	R07948
MNXR111533	rxn07740	R07950
MNXR111534	rxn07741	R07951
MNXR111535	rxn07742	R07952
MNXR111536	rxn07743	R07953
MNXR111537	rxn07744	R07954
MNXR111538	rxn07745	R07955
MNXR111539	rxn07746	R07956
MNXR111540	rxn07747	R07957
MNXR111541	rxn07748	R07958
MNXR111544	rxn07751	R07961
MNXR111545	rxn07752	R07962
MNXR111546	rxn07753	R07963
MNXR111547	rxn07754	R07964
MNXR111548	rxn07755	R07965
MNXR111549	rxn07756	R07966
MNXR111550	rxn07757	R07967
MNXR111551	rxn07758	R07968
MNXR111554	rxn07761	R07971
MNXR111555	rxn07762	R07972
MNXR111556	rxn07763	R07973
MNXR111557	rxn07764	R07974
MNXR111560	rxn07767	R07977
MNXR111561	rxn07768	R07978
MNXR111562	rxn07769	R07979
MNXR111565	rxn07772	R07982
MNXR111566	rxn07773	R07983
MNXR111567	rxn07774	R07984
MNXR111568	rxn07775	R07985
MNXR111569	rxn07776	R07986
MNXR111570	rxn07777	R07987
MNXR111571	rxn07778	R07988
MNXR111572	rxn07779	R07989
MNXR111573	rxn07780	R07990
MNXR111574	rxn07781	R07991
MNXR111575	rxn07782	R07992
MNXR111576	rxn07783	R07993
MNXR111577	rxn07784	R07994
MNXR111578	rxn07785	R07995
MNXR111579	rxn07786	R07996
MNXR111580	rxn07787	R07997
MNXR111581	rxn07788	R07998
MNXR111582	rxn07789	R07999
MNXR111583	rxn07790	R08000
MNXR111584	rxn07791	R08001
MNXR111585	rxn07792	R08002
MNXR111586	rxn07793	R08003
MNXR111587	rxn07794	R08004
MNXR111588	rxn07795	R08005
MNXR111594	rxn07801	R08011
MNXR111595	rxn07802	R08012
MNXR111596	rxn07803	R08013
MNXR111597	rxn07804	R08014
MNXR111598	rxn07805	R08015
MNXR111599	rxn07806	R08016
MNXR111600	rxn07807	R08017
MNXR111601	rxn07808	R08018
MNXR111602	rxn07809	R08019
MNXR111603	rxn11690	R08020
MNXR111604	rxn07811	R08021
MNXR111605	rxn07812	R08022
MNXR111606	rxn07813	R08023
MNXR111607	rxn07814	R08024
MNXR111608	rxn07816	R08026
MNXR111609	rxn07817	R08027
MNXR111610	rxn07818	R08028
MNXR111611	rxn07819	R08029
MNXR111612	rxn07820	R08030
MNXR111613	rxn07821	R08031
MNXR111614	rxn07822	R08032
MNXR111615	rxn07823	R08033
MNXR111616	rxn07824	R08034
MNXR111617	rxn07825	R08035
MNXR111618	rxn07826	R08036
MNXR111619	rxn11691	R08037
MNXR111620	rxn11692	R08038
MNXR111621	rxn07830	R08040
MNXR111622	rxn07831	R08041
MNXR111623	rxn07832	R08042
MNXR111624	rxn07833	R08043
MNXR111625	rxn07834	R08044
MNXR111626	rxn07835	R08045
MNXR111627	rxn07836	R08046
MNXR111628	rxn07837	R08047
MNXR111629	rxn07838	R08048
MNXR111630	rxn07839	R08049
MNXR111631	rxn07840	R08050
MNXR111632	rxn07841	R08051
MNXR111633	rxn07842	R08052
MNXR111637	rxn07845	R08056
MNXR111638	rxn07846	R08057
MNXR111639	rxn07847	R08058
MNXR111640	rxn07848	R08059
MNXR111641	rxn07849	R08060
MNXR111642	rxn07850	R08061
MNXR111643	rxn07851	R08062
MNXR111644	rxn07852	R08063
MNXR111645	rxn11694	R08064
MNXR111646	rxn11695	R08065
MNXR111648	rxn07856	R08067
MNXR111650	rxn07858	R08069
MNXR111651	rxn07868	R08070
MNXR111651	rxn07868	R08079
MNXR111651	rxn11696	R08070
MNXR111651	rxn11696	R08079
MNXR111652	rxn07860	R08071
MNXR111653	rxn07861	R08072
MNXR111654	rxn07862	R08073
MNXR111654	rxn07862	R08080
MNXR111654	rxn07869	R08073
MNXR111654	rxn07869	R08080
MNXR111655	rxn07863	R08074
MNXR111656	rxn07864	R08075
MNXR111657	rxn07865	R08076
MNXR111658	rxn07866	R08077
MNXR111659	rxn07867	R08078
MNXR111660	rxn07870	R08081
MNXR111661	rxn07871	R08082
MNXR111662	rxn07872	R08083
MNXR111663	rxn07873	R08084
MNXR111664	rxn07874	R08085
MNXR111665	rxn07875	R08086
MNXR111666	rxn07876	R08087
MNXR111667	rxn07877	R08088
MNXR111669	rxn07879	R08090
MNXR111670	rxn07880	R08091
MNXR111671	rxn07881	R08092
MNXR111672	rxn07882	R08093
MNXR111673	rxn07883	R08094
MNXR111674	rxn07884	R08095
MNXR111675	rxn07885	R08096
MNXR111676	rxn07886	R08097
MNXR111677	rxn07887	R08098
MNXR111678	rxn07888	R08099
MNXR111679	rxn07889	R08100
MNXR111680	rxn07890	R08101
MNXR111681	rxn07891	R08102
MNXR111682	rxn07892	R08103
MNXR111683	rxn07893	R08104
MNXR111684	rxn07894	R08105
MNXR111685	rxn07895	R08106
MNXR111687	rxn07896	R08108
MNXR111688	rxn07897	R08109
MNXR111689	rxn07898	R08110
MNXR111690	rxn07899	R08111
MNXR111691	rxn07900	R08112
MNXR111692	rxn07901	R08113
MNXR111693	rxn07902	R08114
MNXR111694	rxn07903	R08115
MNXR111695	rxn07904	R08116
MNXR111696	rxn07905	R08117
MNXR111697	rxn07906	R08118
MNXR111698	rxn07907	R08119
MNXR111699	rxn07908	R08120
MNXR111700	rxn07909	R08121
MNXR111701	rxn07910	R08122
MNXR111702	rxn07911	R08123
MNXR111703	rxn11510	R08124
MNXR111704	rxn11511	R08125
MNXR111705	rxn11512	R08126
MNXR111706	rxn11513	R08127
MNXR111707	rxn11514	R08128
MNXR111708	rxn11515	R08129
MNXR111709	rxn11516	R08130
MNXR111710	rxn11518	R08132
MNXR111711	rxn11519	R08133
MNXR111712	rxn11520	R08134
MNXR111713	rxn11521	R08135
MNXR111714	rxn11522	R08136
MNXR111715	rxn11523	R08137
MNXR111716	rxn11524	R08138
MNXR111717	rxn11525	R08139
MNXR111718	rxn11526	R08140
MNXR111719	rxn11527	R08141
MNXR111720	rxn11528	R08142
MNXR111721	rxn11529	R08143
MNXR111726	rxn11534	R08148
MNXR111727	rxn11535	R08149
MNXR111728	rxn11536	R08150
MNXR111729	rxn11537	R08151
MNXR111730	rxn11538	R08152
MNXR111731	rxn11539	R08153
MNXR111732	rxn11540	R08154
MNXR111733	rxn11541	R08155
MNXR111734	rxn08438	R08157
MNXR111735	rxn08433	R08158
MNXR111736	rxn08434	R08159
MNXR111737	rxn14002	R08160
MNXR111739	rxn11699	R08162
MNXR111740	rxn11700	R08163
MNXR111741	rxn11701	R08164
MNXR111742	rxn11703	R08166
MNXR111743	rxn11704	R08167
MNXR111744	rxn14354	R08168
MNXR111745	rxn12019	R08170
MNXR111746	rxn12020	R08171
MNXR111747	rxn12021	R08172
MNXR111749	rxn11710	R08175
MNXR111750	rxn11711	R08176
MNXR111750	rxn12329	R08176
MNXR111751	rxn11714	R08179
MNXR111752	rxn11715	R08180
MNXR111753	rxn11716	R08181
MNXR111754	rxn11717	R08182
MNXR111755	rxn11718	R08183
MNXR111756	rxn11719	R08184
MNXR111757	rxn11720	R08185
MNXR111758	rxn11721	R08186
MNXR111759	rxn11722	R08187
MNXR111760	rxn11723	R08188
MNXR111761	rxn11724	R08189
MNXR111762	rxn11725	R08190
MNXR111763	rxn11726	R08191
MNXR111764	rxn11727	R08192
MNXR111766	rxn11728	R08194
MNXR111767	rxn11729	R08195
MNXR111768	rxn11730	R08196
MNXR111769	rxn11732	R08198
MNXR111770	rxn11733	R08199
MNXR111771	rxn11734	R08200
MNXR111772	rxn11735	R08201
MNXR111775	rxn11739	R08205
MNXR111776	rxn11740	R08206
MNXR111777	rxn11741	R08207
MNXR111779	rxn11743	R08211
MNXR111780	rxn11744	R08212
MNXR111781	rxn11745	R08214
MNXR111782	rxn11746	R08215
MNXR111783	rxn11747	R08218
MNXR111784	rxn12023	R08220
MNXR111785	rxn11749	R08221
MNXR111786	rxn11750	R08222
MNXR111787	rxn11751	R08223
MNXR111789	rxn12024	R08225
MNXR111790	rxn11757	R08229
MNXR111791	rxn11758	R08230
MNXR111792	rxn11760	R08232
MNXR111793	rxn11761	R08233
MNXR111794	rxn11762	R08234
MNXR111795	rxn11763	R08235
MNXR111796	rxn11766	R08238
MNXR111797	rxn11767	R08239
MNXR111798	rxn12025	R08241
MNXR111799	rxn12026	R08242
MNXR111800	rxn11771	R08243
MNXR111801	rxn11774	R08246
MNXR111802	rxn11775	R08247
MNXR111803	rxn11776	R08248
MNXR111804	rxn11777	R08249
MNXR111805	rxn11778	R08250
MNXR111806	rxn11779	R08251
MNXR111807	rxn11780	R08252
MNXR111807	rxn12027	R08252
MNXR111808	rxn11781	R08253
MNXR111809	rxn11782	R08254
MNXR111810	rxn12028	R08255
MNXR111811	rxn11784	R08256
MNXR111812	rxn12029	R08257
MNXR111813	rxn12030	R08258
MNXR111814	rxn11787	R08259
MNXR111815	rxn11788	R08260
MNXR111816	rxn11789	R08261
MNXR111817	rxn11790	R08262
MNXR111818	rxn11791	R08263
MNXR111819	rxn12031	R08264
MNXR111820	rxn12032	R08265
MNXR111821	rxn11794	R08266
MNXR111822	rxn11795	R08267
MNXR111823	rxn11796	R08268
MNXR111824	rxn11797	R08269
MNXR111825	rxn11798	R08270
MNXR111826	rxn11799	R08271
MNXR111827	rxn11800	R08272
MNXR111828	rxn11801	R08273
MNXR111829	rxn11802	R08274
MNXR111830	rxn11803	R08275
MNXR111831	rxn11804	R08276
MNXR111832	rxn11805	R08277
MNXR111833	rxn11806	R08278
MNXR111834	rxn11807	R08279
MNXR111835	rxn11808	R08280
MNXR111836	rxn11809	R08281
MNXR111837	rxn11810	R08282
MNXR111838	rxn11811	R08283
MNXR111839	rxn11812	R08284
MNXR111840	rxn11813	R08285
MNXR111841	rxn11814	R08286
MNXR111842	rxn11815	R08287
MNXR111843	rxn11816	R08288
MNXR111844	rxn11817	R08289
MNXR111845	rxn11818	R08290
MNXR111846	rxn11819	R08291
MNXR111847	rxn11820	R08292
MNXR111848	rxn11821	R08293
MNXR111849	rxn11824	R08296
MNXR111850	rxn11825	R08297
MNXR111851	rxn11826	R08298
MNXR111852	rxn11827	R08299
MNXR111853	rxn11829	R08301
MNXR111854	rxn12034	R08302
MNXR111855	rxn11831	R08303
MNXR111856	rxn11832	R08304
MNXR111857	rxn12035	R08305
MNXR111858	rxn11834	R08306
MNXR111859	rxn11835	R08307
MNXR111860	rxn12036	R08308
MNXR111861	rxn11837	R08309
MNXR111862	rxn11838	R08310
MNXR111863	rxn11839	R08311
MNXR111863	rxn12037	R08311
MNXR111864	rxn11840	R08312
MNXR111865	rxn11841	R08313
MNXR111866	rxn11842	R08314
MNXR111867	rxn11843	R08315
MNXR111868	rxn11844	R08316
MNXR111869	rxn11845	R08317
MNXR111870	rxn11846	R08318
MNXR111871	rxn11847	R08319
MNXR111872	rxn11848	R08320
