rxn,genes,pwy,ncbi,uniprot,location,go,org
|RXN-9021|,RcOMT2,|PWY-5765|,AB086104,Q7X9J0,,|GO:0008171|,|TAX-74649|
|RXN-9021|,OOMT2,|PWY-7076|;|PWY-5765|,AF502434,Q8L5K7,,|GO:0008171|,|TAX-128735|
|RXN-9021|,OOMT1,|PWY-7076|;|PWY-5765|,AF502433,Q8L5K8,,|GO:0008171|,|TAX-128735|
|RXN-9021|,oomt1,|PWY-5765|;|PWY-7076|,AJ439741,Q8GU24,,,|TAX-74649|
|RXN-9021|,oomt3,|PWY-5765|;|PWY-7076|,AJ439743,Q8GU22,,,|TAX-128735|
|UDP-GLUCOSE-46-DEHYDRATASE-RXN|,RHM1,|PWY-3261|,AY081471,Q9SYM5,,,|ORG-5993|
|UDP-GLUCOSE-46-DEHYDRATASE-RXN|,JF740056,|PWY-3261|,JF740056,F8U969,,,|TAX-318829|
|UDP-GLUCOSE-46-DEHYDRATASE-RXN|,RHM2,|PWY-3261|,AJ565874,Q9LPG6,,,|ORG-5993|
|UDP-GLUCOSE-46-DEHYDRATASE-RXN|,RHM3,|PWY-3261|,,Q9LH76,,,|ORG-5993|
|RXN-8558|,TPS-Lon,|PWY-5425|,AY473625,Q675L0,,,|TAX-3329|
|RXN-8558|,f-&gamma;hum,|PWY-7102|;|PWY-5425|;|PWY-5423|;|PWY-3041|,,O64405,,,|TAX-46611|
|RXN-11728|,hpsO,|PWY-6634|,,Q46N54,,,|TAX-264198|
|RXN-19919|,cobB,,,P75960-1,|CCO-CYTOSOL|,|GO:0061699|;|GO:0061698|;|GO:0061697|;|GO:0036048|;|GO:0016740|;|GO:0008270|;|GO:0006476|;|GO:0003950|;|GO:0036047|;|GO:0036054|;|GO:0070403|;|GO:0046872|;|GO:0005737|;|GO:0042803|;|GO:0035438|;|GO:0061690|;|GO:0051607|;|GO:0005829|;|GO:0005515|;|GO:0034983|;|GO:0036055|;|GO:0036049|;|GO:0034979|;|GO:0006935|,|TAX-511145|
|RXN-16864|,fsr3,|PWY-7689|,,G8C421,,,|TAX-5127|
|RXN-17129|,hpnC,|PWY-7072|,,Q6N3F1,,,|TAX-258594|
|RXN-8052|,SUR1,|PWYQT-4475|;|PWYQT-4474|;|PWYQT-4473|;|PWYQT-4472|;|PWYQT-4471|;|PWY-1187|;|PWY-601|;|PWY-2821|,,Q9SIV0,,,|ORG-5993|
|RXN18C3-241|,GAME25,|PWY-5666|;|PWY18C3-2|,,,,,|TAX-4113|
|RXN-13194|,SCO5223,|PWY-5887|,,Q9K498,,,|TAX-100226|
|RXN-13729|,DPL1,|PWY-7119|,,Q05567,|CCO-ER-MEM|,|GO:0005789|,|TAX-4932|
|RXN-16127|,roqD,|PWY-7605|,,,,,|TAX-5076|
|RXN-707|,DWF5,|PWY-2541|,U49398,Q9LDU6,|CCO-ER|,|GO:0005783|,|ORG-5993|
|RXN-13212|,livB,|PWY-7018|,AJ748832,Q2MF60,,,|TAX-282216|
|RXN-11386|,fgaMT,|PWY-6493|,EU827256,B6D5I7,,,|TAX-746128|
|RXN-11386|,easF,|PWY-6493|,JN186799,M1W5Z7,,,|TAX-5111|
|RXN0-3201|,rseP,|PWY-7884|,,P0AEH1,|CCO-PM-BAC-NEG|,|GO:0045893|;|GO:0016787|;|GO:0016021|;|GO:0016020|;|GO:0008237|;|GO:0008233|;|GO:0005887|;|GO:0046872|;|GO:0006508|;|GO:0005886|;|GO:0043856|;|GO:0045152|;|GO:0006950|;|GO:0004222|,|TAX-511145|
|RXN0-3201|,sppA,|PWY-7884|,,P08395,|CCO-PM-BAC-NEG|,|GO:0016787|;|GO:0016021|;|GO:0008233|;|GO:0006465|;|GO:0008236|;|GO:0016020|;|GO:0006508|;|GO:0005886|;|GO:0005887|;|GO:0004175|,|TAX-511145|
|COENZYME-F420-HYDROGENASE-RXN|,frhG,|PWY-5207|,Y13763,P80491,,,|TAX-2208|
|COENZYME-F420-HYDROGENASE-RXN|,frhB,|PWY-5207|,Y13763,P80490,,,|TAX-2208|
|COENZYME-F420-HYDROGENASE-RXN|,frhA,|PWY-5207|,Y13763,P80489,,,|TAX-2208|
|2.4.1.214-RXN|,FUT11,|PWY-7920|,NM_112815,Q9LJK1,,,|TAX-3702|
|2.4.1.214-RXN|,FUT12,|PWY-7920|,,Q9FX97,,,|TAX-3702|
|RXN-15113|,Bmpgdesat1,|PWY-7423|,,Q75PL7,,,|TAX-7091|
|RXN-21560|,nifS4,|PWY-8165|,,,,,|TAX-1061|
|RXN-10938|,FIG4,|PWY-6352|,,P42837,,,|TAX-4932|
|RXN-10938|,SAC1,|PWY-6352|,X51672,P32368,|CCO-ER-MEM|;|CCO-GOLGI-MEM|,|GO:0005789|;|GO:0000139|,|TAX-4932|
|RXN-10938|,FIG4,|PWY-6352|,D87464,Q92562,,,|TAX-9606|
|RXN-10938|,SACM1L,|PWY-6352|;|PWY-6368|,,Q9NTJ5,|CCO-ER-MEM|;|CCO-GOLGI-MEM|,|GO:0005789|;|GO:0000139|,|TAX-9606|
|RXN-10938|,5PTase11,,,,,,|ORG-5993|
|RXN-12232|,glmU,|PWY-6749|,,Q9PPA2,,,|TAX-192222|
|RXN-18092|,ggt,,,,,,|TAX-511145|;|TAX-511145|;|TAX-511145|
|RXN-20430|,chcA,|PWY-8044|,U72144,P95727,,,|TAX-42684|
|UDPNACETYLMURAMATEDEHYDROG-RXN|,murB,|PWY-6386|,AF300988,P61431,|CCO-CYTOSOL|,|GO:0005829|,|TAX-1280|
|UDPNACETYLMURAMATEDEHYDROG-RXN|,murB,|PWY-6387|,,B5AFK3,,,|TAX-83332|
|UDPNACETYLMURAMATEDEHYDROG-RXN|,murB,|PWY-6387|;|PWY0-1261|,,P08373,|CCO-CYTOSOL|,|GO:0071949|;|GO:0016491|;|GO:0071555|;|GO:0055114|;|GO:0051301|;|GO:0050660|;|GO:0008360|;|GO:0007049|;|GO:0009252|;|GO:0005737|;|GO:0005829|;|GO:0008762|,|TAX-511145|
|TRANS-RXN0-279|,wzxE,|ECASYN-PWY|,,P0AAA7,|CCO-PM-BAC-NEG|,|GO:0005887|;|GO:0009246|;|GO:0016021|;|GO:0016020|;|GO:0005886|,|TAX-511145|
|RXN-14671|,novR,|PWY-7303|,AF170880,Q9L9F0,,,|TAX-65497|
|RXN-14197|,KPN_00632,,,A6T661,,,|TAX-573|
|RXN-14197|,FCY1,|PWY-7194|;|PWY-7195|,U55193,Q12178,,,|TAX-4932|
|PPENTOMUT-RXN|,PGM2,|PWY0-1296|;|PWY-7343|;|PWY-5941|;|PWY-5661|,,Q96G03,,|GO:0006810|;|GO:0005215|;|GO:0005975|;|GO:0016868|,|TAX-9606|
|PPENTOMUT-RXN|,deoB,|PWY-7180|;|PWY0-1296|,,P0A6K6,|CCO-CYTOSOL|,|GO:0030145|;|GO:0009166|;|GO:0043094|;|GO:0009117|;|GO:0003824|;|GO:0000287|;|GO:0006974|;|GO:0006015|;|GO:0046872|;|GO:0016853|;|GO:0005737|;|GO:0005829|;|GO:0009264|;|GO:0008973|,|TAX-511145|
|RXN-15740|,glpA,|PWY0-1581|;|PWY0-1582|;|PWY0-1591|,,P0A9C0,|CCO-PM-BAC-NEG|;|CCO-CYTOSOL|,|GO:0052590|;|GO:0019563|;|GO:0046174|;|GO:0010181|;|GO:0006072|;|GO:0052591|;|GO:0055114|;|GO:0005886|;|GO:0016491|;|GO:0016020|;|GO:0005829|;|GO:0046168|;|GO:0009061|;|GO:0005515|;|GO:0050660|;|GO:0009331|;|GO:0004368|,|TAX-511145|
|RXN-15740|,glpB,|PWY0-1581|;|PWY0-1582|;|PWY0-1591|,,P13033,|CCO-PM-BAC-NEG|;|CCO-CYTOSOL|,|GO:0006072|;|GO:0052590|;|GO:0019563|;|GO:0052591|;|GO:0055114|;|GO:0005886|;|GO:0016491|;|GO:0016020|;|GO:0009331|;|GO:0046168|;|GO:0009061|;|GO:0010181|;|GO:0005829|;|GO:0004368|,|TAX-511145|
|RXN-15740|,glpC,|PWY0-1581|;|PWY0-1582|;|PWY0-1591|,,P0A996,|CCO-CYTOSOL|;|CCO-PM-BAC-NEG|,|GO:0055114|;|GO:0019563|;|GO:0051539|;|GO:0016020|;|GO:0009331|;|GO:0046168|;|GO:0009061|;|GO:0004368|;|GO:0022900|;|GO:0005886|;|GO:0051536|;|GO:0046872|,|TAX-511145|
|RXN-15740|,glpD,|PWY0-1561|;|PWY-6952|,,Q88NY0,|CCO-CYTOSOL|,|GO:0055114|;|GO:0052591|;|GO:0052590|;|GO:0016491|;|GO:0009331|;|GO:0006072|;|GO:0004368|;|GO:0005829|,|TAX-160488|
|RXN8J2-137|,ntdA,|PWY8J2-22|,,O07566,,|GO:0008483|;|GO:0030170|;|GO:0017000|;|GO:0003824|,|TAX-224308|
|LONG-CHAIN-FATTY-ACYL-COA-REDUCTASE-RXN|,luxC,|PWY-7723|,X54690,P19841,,,|TAX-659|
|RXN-16648|,mgdA,|PWY-7666|,BA000022,P74165,,,|TAX-1148|
|RXN-16648|,ugtP,|PWY-7817|,,Q2FZP7,,,|TAX-1280|
|RXN-8081|,fbiB,|PWY-5198|;|PWY-5199|,,P9WP79,|CCO-CYTOSOL|;|CCO-PM-BAC-ACT|,|GO:0052645|;|GO:0005829|;|GO:0055114|;|GO:0052619|;|GO:0052618|;|GO:0046872|;|GO:0043773|;|GO:0016881|;|GO:0016874|;|GO:0016491|;|GO:0005886|;|GO:0005525|;|GO:0000166|,|TAX-83332|
|RXN-8081|,cofE,|PWY-5199|,L77117,Q58178,,,|TAX-2190|
|RXN18C3-39|,ASAT3,|PWY18C3-10|,,K4D9Y4,,,|TAX-4081|
|RXN-13755|,vioB,|PWY-7316|,AF125322,Q9XCW3,,,|TAX-1072458|
|RXN-17335|,auaG,|PWY-7407|,HE580420,H1ZZA4,,,|TAX-675526|
|RXN-14466|,hphB,|PWY-7275|,,B2J8P1,,,|TAX-63737|
|RXN-16140|,roqM,|PWY-7607|,,,,,|TAX-5076|
|RXN0-3741|,ushA,|PWY-5695|;|SALVADEHYPOX-PWY|,,P07024,|CCO-PERI-BAC|,|GO:0016311|;|GO:0042597|;|GO:0016788|;|GO:0016787|;|GO:0000166|;|GO:0030288|;|GO:0046872|;|GO:0009166|;|GO:0008253|;|GO:0008768|,|TAX-511145|
|RXN0-3741|,aphA,|PWY-5695|;|PWY-6608|;|SALVADEHYPOX-PWY|,,P0AE22,|CCO-PERI-BAC|,|GO:0016311|;|GO:0046872|;|GO:0042597|;|GO:0016787|;|GO:0042802|;|GO:0000287|;|GO:0004647|;|GO:0030288|;|GO:0003993|,|TAX-511145|
|RXN0-3741|,yfbR,,,P76491,|CCO-CYTOSOL|,|GO:0016791|;|GO:0016311|;|GO:0046872|;|GO:0016787|;|GO:0005737|;|GO:0000166|;|GO:0002953|;|GO:0010139|;|GO:0042802|;|GO:0050897|;|GO:0006226|,|TAX-511145|
|RXN0-3741|,yfdR,,,P76514,|CCO-CYTOSOL|,|GO:0016311|;|GO:0002953|;|GO:0050897|;|GO:0005515|;|GO:0005829|,|TAX-511145|
|3.11.1.2-RXN|,phnA,|P483-PWY|,L49465,Q51782,,,|ORG-5930|
|3.11.1.2-RXN|,phnA,|P483-PWY|,,Q92UV8,,,|TAX-266834|
|RXN-16867|,fsr3,|PWY-7689|,,G8C421,,,|TAX-5127|
|RXN-13597|,glfT1,|PWY-6397|,,P9WMX3,,,|TAX-83332|
|RXN-3661|,nbzAc,|PWY-5640|,AF379638,Q8RTL4,,,|TAX-58226|
|RXN-3661|,nbzAd,|PWY-5640|,AF379638,Q8RTL3,,,|TAX-58226|
|RXN-3661|,nbzAb,|PWY-5640|,AF379638,Q8RTL5,,,|TAX-58226|
|RXN-3661|,nbzAa,|PWY-5640|,AF379638,,,,|TAX-58226|
|RXN-3661|,cnbAd,|PWY-7681|,GU181397,F4Y9J1,,,|ORG-6281|
|RXN-3661|,cnbAc,|PWY-7681|,GU181397,F4Y9J0,,,|ORG-6281|
|RXN-3661|,cnbAb,|PWY-7681|,GU181397,F4Y9I4,,,|ORG-6281|
|RXN-3661|,cnbAa,|PWY-7681|,GU181397,F4Y9I5,,,|ORG-6281|
|RXN-9588|,Dhr1,|PWY-5976|,U33817,Q41290,,,|TAX-4558|
|RXN-9588|,Dhurrinase 2,|PWY-5976|,,Q93XR2,,,|TAX-4558|
|2.4.1.234-RXN|,F3GalTase,|PWY-7192|;|PWY-7191|,AF165148,Q9SBQ8,,,|TAX-4102|
|RXN-11585|,OMT2,|PWY-6631|,DQ223971,Q38J50,,,|TAX-4565|
|RXN-21586|,dsrK,|PWY-6675|,U84760,O87901,,,|TAX-1049|
|RXN-21586|,dsrM,|PWY-6675|,,O87900,,,|TAX-1049|
|RXN-21586|,dsrJ,|PWY-6675|,,Q9F2A3,,,|TAX-1049|
|RXN-21586|,dsrO,|PWY-6675|,,Q9F2A2,,,|TAX-1049|
|RXN-21586|,dsrP,|PWY-6675|,,Q9F2A1,,,|TAX-1049|
|RXN-10957|,PIP4K2A,|PWY-6351|;|PWY-6367|,EF445009,P48426,|CCO-MEMBRANE|,|GO:0016020|,|TAX-9606|
|RXN-18112|,cmtD,|PWY-5163|,U24215,Q51979,,,|TAX-351746|
|RXN-20454|,cyrI,|PWY-8045|,HQ690088,E9NPJ4,,,|TAX-587415|
|RXN-13162|,LOS,|PWY-7943|,KT388101,A0A142ZC57,,,|ORG-6353|
|RXN-13162|,SQS1,|PWY-5670|,,P53799,|CCO-ER|,|GO:0005783|,|ORG-5993|
|RXN-13162|,SQS2,|PWY-5670|,,O65688,|CCO-ER|,|GO:0005783|,|ORG-5993|
|RXN-13162|,ERG9,|PWY-5670|,M63979,P29704,,,|TAX-4932|
|RXN-13162|,PSS,|PWY-5670|,AB115496,O48666,,|GO:0004310|,|TAX-4054|
|RXN-13162|,FDFT1,|PWY-5670|,AK057726,P37268,|CCO-ER|,|GO:0005783|;|GO:0016740|,|TAX-9606|
|ADENYLOSUCCINATE-SYNTHASE-RXN|,ade12,|PWY-841|;|PWY-7229|,,P80210,,,|TAX-4932|
|ADENYLOSUCCINATE-SYNTHASE-RXN|,PURA,|PWY-841|;|PWY-7229|,U49389,Q96529,,,|ORG-5993|
|ADENYLOSUCCINATE-SYNTHASE-RXN|,purA,|PWY-7219|,,P0A7D4,|CCO-CYTOSOL|,|GO:0000287|;|GO:0046040|;|GO:0016874|;|GO:0044208|;|GO:0006974|;|GO:0046086|;|GO:0015949|;|GO:0046872|;|GO:0005525|;|GO:0000166|;|GO:0005737|;|GO:0005515|;|GO:0005829|;|GO:0042803|;|GO:0004019|;|GO:0006164|,|TAX-511145|
|RXN-10123|,clcB2,|PWY-6193|,AJ439407,Q8G9L1,,,|ORG-6091|
|RXN-17641|,boh,|PWY-7780|,AF326086,Q9AGW3,|CCO-PERI-BAC|,|GO:0030288|,|TAX-86174|
|RXN-13179|,pdxA,|PYRIDOXSYN-PWY|,,P19624,|CCO-CYTOSOL|,|GO:0050897|;|GO:0000287|;|GO:0042802|;|GO:0046872|;|GO:0016491|;|GO:0055114|;|GO:0051287|;|GO:0005737|;|GO:0042803|;|GO:0005829|;|GO:0042823|;|GO:0008270|;|GO:0050570|;|GO:0008615|,|TAX-511145|
|RXN-18874|,Aequorin-1,|PWY-7915|,M16103,P07164,,,|TAX-6100|
|RXN-14689|,aknOx,|PWY-7354|,AF257324,Q0PCD7,|CCO-EXTRACELLULAR|,|GO:0005576|,|TAX-33899|
|RXN-21080|,dhaM,|GLYCEROLMETAB-PWY|,,P37349,|CCO-MEMBRANE|;|CCO-CYTOSOL|,|GO:0019563|;|GO:0016740|;|GO:0047324|;|GO:0016772|;|GO:0016021|;|GO:0006974|;|GO:0016310|;|GO:0009401|;|GO:0005829|;|GO:0042803|,|TAX-511145|
|RXN-21080|,dhaL,|GLYCEROLMETAB-PWY|,,P76014,|CCO-CYTOSOL|,|GO:0047324|;|GO:0046872|;|GO:0005737|;|GO:0016772|;|GO:0016740|;|GO:0016301|;|GO:0000166|;|GO:0019563|;|GO:0004371|;|GO:0016310|;|GO:0006071|;|GO:0005524|;|GO:0005829|;|GO:0000287|;|GO:0005515|;|GO:0043531|,|TAX-511145|
|RXN-21080|,dhaK,|GLYCEROLMETAB-PWY|,,P76015,|CCO-CYTOSOL|,|GO:0042802|;|GO:0016740|;|GO:0016301|;|GO:0004371|;|GO:0019563|;|GO:0006974|;|GO:0016310|;|GO:0006071|;|GO:0061610|;|GO:0042803|;|GO:0042182|;|GO:0046365|;|GO:0005829|;|GO:0005515|;|GO:0047324|,|TAX-511145|
|RXN-11763|,rhlB,|PWY-6648|,L28170,Q51560,,,|TAX-652611|
|RXN-14215|,ytkD,|PWY-8061|;|PWY-7177|,,O35013,,|GO:0046872|;|GO:0016787|,|TAX-224308|
|RXN-11322|,PDX2,|PWY-5004|;|PWY-5505|;|PWY-5921|;|PWY-6466|,,Q8LAD0,,,|ORG-5993|
|RXN-11322|,PDX11,|PWY-5004|;|PWY-5505|;|PWY-5921|;|PWY-6466|,,O80448,|CCO-CYTOSOL|,|GO:0005829|,|ORG-5993|
|RXN-11322|,pdxT,|PWY-5921|;|PWY-6466|,,P37528,,,|TAX-1423|
|RXN-11322|,pdxS,|PWY-5921|;|PWY-6466|,,P37527,,,|TAX-1423|
|RXN-11322|,SNO1,|PWY-5505|;|AMMASSIM-PWY|;|PWY-6466|,2501684,Q03144,,,|TAX-4932|
|RXN-11322|,SNZ1,|PWY-5505|;|AMMASSIM-PWY|;|PWY-6466|,240104420,Q03148,,,|TAX-4932|
|RXNN-404|,iaaH,|PWY-3161|,M11035,P06618,,,|TAX-29438|
|RXNN-404|,tms2,|PWY-3161|,NC_003308,P0A2X0,,,|TAX-358|
|RXNN-404|,AMI1,|PWY-581|,AF202077,Q9FR37,|CCO-CYTOPLASM|,|GO:0005737|,|ORG-5993|
|RXNN-404|,amiE,|PWY-7308|,X54074,,,,|ORG-5980|
|RXN-16665|,ldtD,|PWY0-1586|,,P22525,|CCO-PERI-BAC|;|CCO-PM-BAC-NEG|,|GO:0018104|;|GO:0071555|;|GO:0006508|;|GO:0016787|;|GO:0016740|;|GO:0006974|;|GO:0016757|;|GO:0008360|;|GO:0016021|;|GO:0016020|;|GO:0005515|;|GO:0036460|;|GO:0030288|;|GO:0046677|;|GO:0004180|;|GO:0005887|;|GO:0071972|;|GO:0009252|;|GO:0016807|,|TAX-511145|
|RXN-13323|,PSY1,|PWY-7393|;|PWY-6475|,U32636,P49085,,,|TAX-4577|
|RXN-13323|,PSY,|PWY-7393|,X78814,P53797,|CCO-THY-MEM|,|GO:0042651|,|TAX-39639|
|RXN-13323|,PSY,|PWY-6475|,L25812,P37271,,,|ORG-5993|
|RXN-13323|,crtB,|PWY-6287|,X52291,P17056,,,|TAX-1061|
|RXN-13323|,crtB,|PWY-5942|,Z21955,Q50892,,,|TAX-34|
|RXN-13323|,crtYB,|PWY-5943|;|PWY-5942|;|CAROTENOID-PWY|,,Q7Z859,,,|TAX-264483|
|RXN-13323|,crtB,|PWY-6475|,,P37269,,|GO:0051996|;|GO:0046872|;|GO:0016767|;|GO:0016765|;|GO:0016740|;|GO:0016117|;|GO:0009058|;|GO:0006696|;|GO:0004310|,|TAX-1140|
|RXN-13323|,crtB,|PWY-5942|,L37405,P54977,,,|TAX-1911|
|RXN-8119|,mfnC,|PWY-5254|,,Q58097,,,|TAX-2190|
|3.1.3.77-RXN|,DEP1,|PWY-4361|,,,,,|ORG-5993|
|3.1.3.77-RXN|,mtnC,|PWY-4361|,U00148,Q48389,,,|TAX-571|
|GLUCURONOKINASE-RXN|,AT3G01640,|PWY-4841|,,Q93ZC9,,,|ORG-5993|
|RXN-17125|,bzaE,|PWY-7729|,,E3GQB3,,,|TAX-1736|
|CYCLOPENTANOL-DEHYDROGENASE-RXN|,cpnA,,AB073151,Q8GAV9,,,|TAX-213664|
|RXN-15659|,wbwC,|PWY-7530|,AF361371,Q93NP5,,,|TAX-2072453|
|RXN-3963|,nylC,|P621-PWY|,D10686,,,,|TAX-388925|;|TAX-388925|
|RXN-13398|,CAO,|PWY-5068|,,Q9MBA1,|CCO-THY-MEM|;|CCO-CHLOR-IMEM|,|GO:0042651|;|GO:0009706|,|ORG-5993|
|2.4.1.40-RXN|,ABO-A,|PWY-7832|;|PWY-7831|,AC000397,P16442,|CCO-GOLGI-MEM|;|CCO-GOLGI|;|CCO-EXTRACELLULAR|,|GO:0030173|;|GO:0016758|;|GO:0016740|;|GO:0016020|;|GO:0009058|;|GO:0005575|;|GO:0006486|;|GO:0005975|;|GO:0005794|;|GO:0005576|;|GO:0004381|;|GO:0004380|;|GO:0008150|,|TAX-9606|
|RXN-12756|,ppoC,,,Q4WY82,,,|TAX-330879|
|RXN-2162|,CYP81F2,|PWY-601|;|PWYQT-4477|,,Q9LVD6,,,|ORG-5993|
|RXN-10974|,IP6K1,|PWY-6369|,D87452,Q92551,|CCO-CYTOSOL|;|CCO-NUC-LUM|,|GO:0005829|;|GO:0031981|,|TAX-9606|
|RXN-10974|,IP6K3,|PWY-6369|,AF393812,Q96PC2,|CCO-CYTOSOL|,|GO:0005829|,|TAX-9606|
|RXN-10974|,IP6K2,|PWY-6369|,AF177145,Q9UHH9,|CCO-NUC-LUM|,|GO:0031981|,|TAX-9606|
|CITLY-RXN|,citD,|PWY-6038|,X79817,P02903,,,|TAX-573|
|CITLY-RXN|,citE,|PWY-6038|,X79817,P17725,,,|TAX-573|
|CITLY-RXN|,citF,|PWY-6038|,X79817,P45413,,,|TAX-573|
|CITLY-RXN|,citD,|PWY-6038|;|P2-PWY|,,P69330,|CCO-CYTOSOL|,|GO:0005737|;|GO:0005829|;|GO:0051192|,|TAX-511145|
|CITLY-RXN|,citF,|PWY-6038|;|P2-PWY|,,P75726,|CCO-CYTOSOL|,|GO:0009346|;|GO:0006084|;|GO:0008814|;|GO:0016829|;|GO:0016740|;|GO:0005737|;|GO:0005829|;|GO:0008815|,|TAX-511145|
|CITLY-RXN|,citE,|PWY-6038|;|P2-PWY|,,P0A9I1,|CCO-CYTOSOL|,|GO:0006107|;|GO:0000287|;|GO:0009346|;|GO:0006084|;|GO:0003824|;|GO:0008816|;|GO:0046872|;|GO:0016829|;|GO:0008815|;|GO:0005737|;|GO:0005829|,|TAX-511145|
|RXN-12267|,VEP1,,EF579963,Q9STX2,,,|ORG-5993|
|RXN-20508|,FAAH,|PWY6666-1|,U82535,O00519,|CCO-MEMBRANE|,|GO:0016020|,|TAX-9606|
|AICARTRANSFORM-RXN|,ADE17,|PWY-6124|,Z49273,P38009,,,|TAX-4932|
|AICARTRANSFORM-RXN|,ADE16,|PWY-6124|,Z73200,P54113,,,|TAX-4932|
|AICARTRANSFORM-RXN|,ATIC,|PWY-6124|,AB062403,P31939,,|GO:0016787|;|GO:0016740|;|GO:0006164|;|GO:0006139|;|GO:0004643|;|GO:0003937|,|TAX-9606|
|AICARTRANSFORM-RXN|,purH,|PWY-6123|,,P15639,|CCO-CYTOSOL|,|GO:0016787|;|GO:0016740|;|GO:0003824|;|GO:0006189|;|GO:0008152|;|GO:0006164|;|GO:0005829|;|GO:0004643|;|GO:0003937|,|TAX-511145|
|RXN-15148|,CTH,|PWY66-426|;|HOMOCYSDEGR-PWY|,AL354872,P32929,,|GO:0004123|,|TAX-9606|
|VALINE--TRNA-LIGASE-RXN|,valS,|TRNA-CHARGING-PWY|,,P07118,|CCO-CYTOSOL|,|GO:0106074|;|GO:0006418|;|GO:0016874|;|GO:0006412|;|GO:0005524|;|GO:0004812|;|GO:0000166|;|GO:0005737|;|GO:0045903|;|GO:0061475|;|GO:0000287|;|GO:0005829|;|GO:0006438|;|GO:0002161|;|GO:0004832|,|TAX-511145|
|1.3.1.54-RXN|,cobK,|PWY-7376|,M59301,P21920,,,|TAX-43306|
|RXN-14705|,wbdD,|PWY-7905|,JX235676,J7I4B7,,,|ORG-6346|
|RXN-8615|,nahE,|PWY-8111|,KU522233,,,,|TAX-1586081|
|RXN-8615|,nahE,|PWY-5427|,AF010471,P0A144,,,|TAX-110517|
|RXN-10137|,tftH,|PWY-6200|,U19883,Q45076,,,|TAX-252970|
|RXN-10137|,pnpC,,FJ376608,C6FI44,,,|ORG-6172|
|RXN-10137|,npcC,|PWY-5488|,AB154422,Q6F4M7,,,|TAX-37919|
|RXN-10137|,tsdC,|PWY-7772|,,Q0SFL8,,,|TAX-101510|
|RXN-10137|,graB,|PWY-7773|,AB266211,A1IIX3,,,|TAX-267998|
|RXN-10137|,Cgl1160,|P343-PWY|,,Q8NR92,,,|TAX-196627|
|RXN-10137|,Cgl3056,|P343-PWY|,,Q8NL92,,,|TAX-196627|
|RXN-11782|,pokA,|PWY-6654|,,Q5JHF1,,,|TAX-311400|
|RXN-19984|,Redox1,|PWY-5292|,,A0A2P1GIW4,,,|TAX-4058|
|PROSTAGLANDIN-D-SYNTHASE-RXN|,PTGDS,|PWY66-374|,M98538,P41222,|CCO-MEMBRANE|,|GO:0016853|;|GO:0016020|;|GO:0006810|;|GO:0005215|;|GO:0004667|;|GO:0001516|,|TAX-9606|
|PROSTAGLANDIN-D-SYNTHASE-RXN|,HPGDS,|PWY66-374|,BC020734,O60760,|CCO-CYTOPLASM|,|GO:0005737|;|GO:0016853|;|GO:0007165|;|GO:0007267|;|GO:0007626|;|GO:0001516|;|GO:0004667|,|TAX-9606|
|RXN-19514|,bfnL,|PWY-7988|,,,,,|TAX-509173|
|RXNQT-4174|,IMDH3,|PWYQT-4450|,,Q9FMT1,|CCO-CHLOROPLAST|,|GO:0009507|,|ORG-5993|
|RXN-14233|,gdh,|PWY-7295|;|PWY-6760|;|NPGLUCAT-PWY|;|PWY-2221|,AJ012093,O93715,,,|TAX-2287|
|RXN-16701|,serA,|SERSYN-PWY|,,P0A9T0,|CCO-CYTOSOL|,|GO:0030267|;|GO:0016618|;|GO:0016616|;|GO:0016491|;|GO:0008652|;|GO:0051287|;|GO:0055114|;|GO:0070404|;|GO:0070403|;|GO:0070905|;|GO:0042802|;|GO:0005829|;|GO:0004617|;|GO:0047545|;|GO:0006564|,|TAX-511145|
|RXN-8151|,T6ODM,|PWY-5270|,GQ500139,,,,|TAX-3469|
|RXN1A0-6102|,redG,|PWY1A0-6120|,,,,,|TAX-100226|
|RXN-13798|,UGT3,|PWY-7145|;|PWY-7143|;|PWY-7140|;|PWY-7139|;|PWY-4421|;|PWY-6239|;|PWY-6010|;|PWY-6266|;|PWY-7137|,AB443870,C5NN14,,,|TAX-4058|
|MALEATE-ISOMERASE-RXN|,picG,|PWY-8085|,AB005051,O24766,,,|TAX-511|
|MALEATE-ISOMERASE-RXN|,maiA,|PWY-722|,,C3K9X5,,,|ORG-6131|
|MALEATE-ISOMERASE-RXN|,nicE,|PWY-722|,,Q88FY4,,,|TAX-160488|
|MALEATE-ISOMERASE-RXN|,maiA,|PWY-6993|,,F8G0M3,,,|TAX-1042876|
|MALEATE-ISOMERASE-RXN|,vppH,|PWY-7128|,KM065745,A0A075X8S7,,,|TAX-1437448|
|RXN-13288|,CYP4G2,|PWY-7035|,,,,,|TAX-7370|
|RXN-16173|,CYP85A1,|PWY-699|,AB035868,Q9FMA5,,,|ORG-5993|
|RXN-16173|,CYP85A2,|PWY-6544|;|PWY-699|,AB087801,Q940V4,,,|ORG-5993|
|RXN-17420|,auaH,|PWY-7407|,HE580421,H1ZZB0,,,|TAX-675526|
|RXN-18592|,otnI,|PWY-7873|;|PWY-7874|,,Q57151,,,|TAX-71421|
